Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,teamid,League,Player,xMLBAMID,playerids,playerid
DET,Tigers,66,253,284,59,39,11,3,5,31,27,26,0,61,3,2,1,,8,2,0.233825,0.309457,0.368836,0.678293,0.298579,0.0897237,0.214033,0.419205,0.135011,6.41328,0.284882,0.245089,,30.2485,-3.34108,-0.129302,0.390598,0.635686,0.598159,-2.7238296270370483,-1.2242091000080109,89.9732,270.0,4.09090909,270.0,4.09090909,510.30999755859375,0.01522843,3B/OF,/players/zach-mckinstry/19392/stats/batting,6.0,AL,Zach McKinstry,656716,19392,19392
NYM,Mets,78,300,337,71,47,13,2,8,41,37,31,1,74,4,2,1,,9,2,0.238021,0.314632,0.381083,0.695716,0.305381,0.090598,0.218395,0.414836,0.143062,5.88425,0.286562,0.024313,,37.7236,-2.09993,-2.17139,0.327276,0.351589,0.587773,-0.4145423173904419,-5.06027626991272,98.0821,338.4,4.338461538,338.4,4.338461538,999.0,0.0,OF,/players/carson-benge/35177/stats/batting,25.0,NL,Carson Benge,701807,35177,35177
BOS,Red Sox,61,237,264,66,46,14,1,6,29,32,21,1,35,4,2,0,,3,0,0.277769,0.344845,0.417749,0.762594,0.33328,0.0784148,0.131943,0.594307,0.139981,3.63847,0.301866,-0.214629,,35.5303,4.33524,-0.0347652,-0.086769,-0.301398,0.586422,2.7890543341636658,-6.153592526912689,109.932,316.0,5.180327868,316.0,5.180327868,748.3300170898438,0.87301587,DH/OF,/players/masataka-yoshida/31837/stats/batting,3.0,AL,Masataka Yoshida,807799,31837,31837
MIL,Brewers,88,344,379,85,54,18,1,13,40,51,29,0,75,4,2,0,,0,0,0.248698,0.312106,0.420814,0.73292,0.318461,0.0755015,0.19826,0.380821,0.172116,2.02703,0.27991,-0.53645,,46.4763,1.66464,-1.06167,-0.554672,-1.09112,0.581168,0.9297734498977661,-7.874478816986084,104.496,411.1,4.671590909,411.1,4.671590909,272.2699890136719,0.15044248,1B/OF,/players/andrew-vaughn/26197/stats/batting,23.0,NL,Andrew Vaughn,683734,26197,26197
MIA,Marlins,31,119,135,29,19,6,1,3,17,15,11,0,30,3,1,1,,11,3,0.245451,0.326176,0.38816,0.714337,0.315173,0.0845075,0.225693,0.374435,0.142709,7.55094,0.303021,-0.014961,,16.1612,0.231766,0.358919,0.971931,0.95697,0.579788,0.9805264119058847,0.19842545688152313,100.147,149.2,4.812903225,149.2,4.812903225,748.530029296875,0.0,OF,/players/esteury-ruiz/21780/stats/batting,20.0,NL,Esteury Ruiz,665923,21780,21780
DET,Tigers,32,114,127,23,14,5,0,4,14,14,10,0,37,1,1,1,,1,0,0.204414,0.275459,0.350972,0.626431,0.27555,0.0816464,0.292061,0.279552,0.146559,4.14247,0.265224,-0.0230718,,11.1746,-3.87958,1.28584,-0.0837997,-0.106872,0.579467,-3.994713492691517,3.7742702960968018,74.1094,101.8,3.18125,101.8,3.18125,999.0,0.01754386,C,/players/jake-rogers/19452/stats/batting,6.0,AL,Jake Rogers,668670,19452,19452
LAA,Angels,97,364,418,81,46,17,0,18,50,55,45,1,119,5,3,0,,0,0,0.223025,0.314897,0.420489,0.735386,0.320317,0.107432,0.284556,0.377542,0.197464,1.94751,0.273754,-0.702962,,51.8615,2.46497,-0.998042,-0.61729,-1.32025,0.573518,0.6606627702713013,-9.458690643310547,104.02,458.1,4.722680412,458.1,4.722680412,634.8099975585938,0.5754717,DH/OF,/players/jorge-soler/14221/stats/batting,1.0,AL,Jorge Soler,624585,14221,14221
CLE,Guardians,74,273,318,61,36,13,1,12,36,36,39,1,88,4,2,0,,1,1,0.224551,0.327494,0.405481,0.732975,0.321809,0.123347,0.275454,0.447794,0.180931,2.82368,0.282629,-0.569628,,39.7995,2.25813,-0.659549,-0.467131,-1.03676,0.572472,1.7382502555847168,-7.089641749858856,107.41,352.9,4.768918918,352.9,4.768918918,737.989990234375,0.07407407,1B,/players/rhys-hoskins/16472/stats/batting,5.0,AL,Rhys Hoskins,656555,16472,16472
ATH,Athletics,62,241,270,53,35,11,2,5,31,28,21,0,91,4,2,2,,9,2,0.220636,0.292639,0.349036,0.641676,0.284022,0.0770897,0.338728,0.227586,0.128401,6.69684,0.32828,0.0503436,,25.5031,-6.35572,1.90396,0.565505,0.615849,0.571212,-6.573657035827637,2.8669233322143555,77.3765,232.6,3.751612903,232.6,3.751612903,728.3300170898438,0.0,OF,/players/denzel-clarke/29858/stats/batting,10.0,AL,Denzel Clarke,672016,29858,29858
TEX,Rangers,58,233,253,59,39,14,1,6,29,27,14,0,58,3,2,1,,8,2,0.251345,0.30028,0.387773,0.688052,0.300029,0.0571334,0.231378,0.246927,0.136428,5.05172,0.310548,-0.106793,,27.1943,-2.67335,-1.99404,0.313305,0.206512,0.567611,-1.989812821149826,-1.1715128421783447,92.628,260.7,4.494827586,260.7,4.494827586,999.0,0.02325581,3B,/players/ezequiel-duran/23733/stats/batting,13.0,AL,Ezequiel Duran,677649,23733,23733
WSN,Nationals,50,180,199,42,30,8,1,3,19,19,16,1,37,1,1,1,,4,1,0.232849,0.296574,0.342174,0.638748,0.281552,0.0797118,0.188242,0.423454,0.109325,4.95934,0.276278,0.0345011,,18.4008,-5.08372,-0.341565,-0.00564916,0.028852,0.564591,-5.041191594675183,3.5403798818588257,78.4772,168.1,3.362,168.1,3.362,999.0,0.02439024,C,/players/drew-millas/25643/stats/batting,24.0,NL,Drew Millas,686452,25643,25643
MIA,Marlins,49,174,195,38,24,7,0,6,20,20,17,0,54,2,1,1,,2,1,0.215873,0.290268,0.357702,0.64797,0.285718,0.0865,0.275306,0.314195,0.14183,3.74609,0.275816,0.0,,18.7281,-4.33166,0.0,-0.162716,-0.162716,0.564016,-4.795787900686264,3.8117284774780273,79.9699,173.5,3.540816326,173.5,3.540816326,999.0,0.0,C,/players/joseph-mack/sa3017374/stats/batting,20.0,NL,Joe Mack,691788,sa3017374,sa3017374
DET,Tigers,40,154,173,35,23,6,2,4,20,18,16,0,43,1,1,1,,5,1,0.228152,0.304494,0.374479,0.678972,0.297932,0.093234,0.24923,0.374089,0.146327,6.72523,0.288894,0.145546,,18.2955,-2.12167,0.645668,0.236621,0.382167,0.559196,-1.7507050335407257,1.2627973556518555,89.5273,166.1,4.1525,166.1,4.1525,745.6900024414062,0.0,OF,/players/parker-meadows/23800/stats/batting,6.0,AL,Parker Meadows,678009,23800,23800
BAL,Orioles,46,173,197,39,27,8,1,4,21,19,16,0,59,4,1,1,,4,2,0.227257,0.307898,0.352633,0.660531,0.294092,0.0836164,0.301759,0.277096,0.125376,4.87406,0.316321,0.0665468,,20.2034,-3.02697,0.756601,-0.225076,-0.158529,0.534733,-2.805451825261116,1.258143961429596,88.5772,173.9,3.780434782,173.9,3.780434782,745.9099731445312,0.00934579,3B,/players/blaze-alexander/23789/stats/batting,2.0,AL,Blaze Alexander,677942,23789,23789
NYY,Yankees,27,98,109,23,15,5,1,2,12,12,10,0,21,1,1,0,,1,0,0.235098,0.309804,0.377116,0.68692,0.302425,0.0883256,0.192201,0.459548,0.142018,4.1691,0.27359,-0.0234783,,11.9709,-0.943288,-0.0124858,-0.137469,-0.160948,0.525636,-0.9336841255426407,1.4118968807160854,94.0014,104.7,3.877777777,104.7,3.877777777,999.0,0.02083333,C,/players/jc-escarra/20084/stats/batting,9.0,AL,J.C. Escarra,641555,20084,20084
CHW,White Sox,77,303,331,75,46,16,2,10,39,40,22,1,84,3,2,0,,4,1,0.245513,0.301794,0.412976,0.71477,0.308268,0.0673645,0.252718,0.266559,0.167463,4.76574,0.303251,-0.0133193,,37.8718,-1.28802,-0.64928,-0.203689,-0.217008,0.524626,-1.529029980301857,-4.761934340000153,96.6412,348.6,4.527272727,348.6,4.527272727,572.469970703125,0.35964912,OF,/players/austin-hays/19363/stats/batting,4.0,AL,Austin Hays,669720,19363,19363
DET,Tigers,76,296,329,69,44,13,3,8,39,37,27,0,68,3,2,1,,8,3,0.232728,0.301065,0.382513,0.683578,0.299355,0.0827111,0.206558,0.400426,0.149785,5.7027,0.272536,0.356035,,35.2004,-3.65815,0.0479881,-0.0210247,0.335011,0.518533,-3.3444708585739136,-2.9182155542075634,90.5073,317.2,4.17368421,317.2,4.17368421,748.5399780273438,0.00735294,OF,/players/wenceel-perez/22857/stats/batting,6.0,AL,Wenceel Pérez,672761,22857,22857
LAA,Angels,37,145,162,37,26,7,0,3,18,16,13,0,30,2,1,0,,2,1,0.256934,0.325688,0.381527,0.707215,0.311842,0.0801938,0.185471,0.43238,0.124593,4.17569,0.300467,0.0513113,,18.9408,-0.159154,0.137119,-0.0461937,0.00511757,0.514312,-0.34120583441108465,-0.20130734145641327,98.1822,156.7,4.235135135,156.7,4.235135135,999.0,0.0,2B,/players/vaughn-grissom/26031/stats/batting,1.0,AL,Vaughn Grissom,687093,26031,26031
TBR,Rays,73,280,317,68,46,14,1,7,34,32,31,1,67,4,2,0,,10,3,0.241407,0.321715,0.375731,0.697445,0.30769,0.0966832,0.210916,0.458396,0.134324,4.65526,0.289712,-0.149931,,36.0738,-1.38077,-0.766165,0.314954,0.165024,0.507805,-1.4722232073545456,-4.485918700695038,95.6177,328.5,4.5,328.5,4.5,999.0,0.02150538,OF,/players/jake-fraley/19260/stats/batting,12.0,AL,Jake Fraley,641584,19260,19260
LAA,Angels,70,250,278,57,38,8,1,11,29,33,22,0,77,4,2,1,,2,1,0.227466,0.296946,0.391762,0.688708,0.301285,0.0783523,0.276022,0.283863,0.164296,2.85993,0.280428,-0.509497,,30.1985,-2.65723,-2.06745,-0.445933,-0.955429,0.506772,-3.9346290826797485,1.8742144107818604,90.9097,280.5,4.007142857,280.5,4.007142857,246.50999450683594,0.06766917,C,/players/logan-ohoppe/24729/stats/batting,1.0,AL,Logan O'Hoppe,681351,24729,24729
SDP,Padres,56,218,243,55,38,11,0,6,26,27,15,0,44,8,2,0,,1,0,0.251357,0.321138,0.389772,0.71091,0.312722,0.0622192,0.180134,0.345406,0.138416,3.02649,0.286421,-0.115338,,28.6939,-0.065796,0.325702,-0.289298,-0.404636,0.505784,0.6190452873706818,-3.778155744075775,103.549,249.2,4.45,249.2,4.45,999.0,0.03355705,1B,/players/ty-france/17982/stats/batting,29.0,NL,Ty France,664034,17982,17982
CIN,Reds,60,224,258,50,29,10,2,9,33,31,30,1,78,2,2,1,,6,2,0.22168,0.315855,0.40758,0.723435,0.315227,0.114673,0.301051,0.380911,0.1859,6.13538,0.291385,-0.239789,,30.9871,0.455749,0.164248,-0.0564825,-0.296272,0.502845,-1.3234375715255737,-2.3635297268629074,96.646,282.8,4.713333333,282.8,4.713333333,999.0,0.01869159,OF,/players/will-benson/21853/stats/batting,18.0,NL,Will Benson,666181,21853,21853
STL,Cardinals,56,220,242,56,40,9,1,5,28,26,15,0,38,3,2,1,,6,2,0.252698,0.308066,0.373732,0.681798,0.298869,0.0630036,0.157284,0.400572,0.121034,5.25718,0.282097,0.014696,,25.7582,-2.78198,0.0818519,0.101834,0.11653,0.497157,-2.039666563272476,-1.141913577914238,92.4682,232.2,4.146428571,232.2,4.146428571,999.0,0.0,OF,/players/nathan-church/31357/stats/batting,28.0,NL,Nathan Church,701675,31357,31357
MIA,Marlins,44,175,191,46,32,10,1,3,20,20,12,0,20,1,1,1,,5,2,0.263586,0.313657,0.381241,0.694898,0.303981,0.0651109,0.105812,0.615343,0.117655,4.93232,0.283476,0.0615772,,21.1596,-1.40705,0.495831,-0.366574,-0.304997,0.495873,-2.0070062577724457,0.4958307147026062,92.481,188.4,4.281818181,188.4,4.281818181,999.0,0.0,3B/OF,/players/javier-sanoja/28253/stats/batting,20.0,NL,Javier Sanoja,691594,28253,28253
PIT,Pirates,54,213,234,54,39,11,1,4,26,23,17,0,51,2,2,0,,5,2,0.254879,0.313824,0.367371,0.681194,0.299633,0.0727602,0.216725,0.335725,0.112492,4.50541,0.315033,0.0300267,,25.1108,-2.55127,0.0841859,-0.177828,-0.147801,0.493725,-3.211157515645027,0.24344513565301895,88.9597,225.5,4.175925925,225.5,4.175925925,999.0,0.01923077,2B/3B,/players/nick-yorke/27504/stats/batting,27.0,NL,Nick Yorke,694377,27504,27504
MIL,Brewers,41,146,167,32,18,5,1,8,19,24,17,0,44,3,1,0,,0,0,0.216613,0.308379,0.421024,0.729403,0.318199,0.099601,0.26676,0.373373,0.204411,2.69178,0.251084,-0.150319,,20.3982,0.696396,-0.858894,-0.240166,-0.390484,0.491202,0.4625416696071625,-0.8386780694127083,104.316,188.6,4.6,188.6,4.6,999.0,0.34615385,C,/players/gary-sanchez/11442/stats/batting,23.0,NL,Gary Sánchez,596142,11442,11442
BOS,Red Sox,35,140,152,37,24,8,1,4,17,18,9,0,37,1,1,0,,4,1,0.266979,0.314428,0.428159,0.742587,0.320349,0.0581,0.245399,0.236757,0.16118,5.30123,0.332181,-0.123997,,18.8187,0.89813,-0.357346,0.00599491,-0.118002,0.486253,0.0650380477309227,-0.5379018783569336,101.024,168.5,4.814285714,168.5,4.814285714,999.0,0.04672897,1B/2B,/players/romy-gonzalez/21562/stats/batting,3.0,AL,Romy Gonzalez,663853,21562,21562
NYY,Yankees,61,236,264,54,30,9,0,15,30,42,25,1,81,1,2,0,,1,0,0.228254,0.302878,0.45637,0.759248,0.324912,0.0930559,0.308408,0.30173,0.228116,1.83826,0.276117,-0.488842,,33.7366,2.54146,-0.000274401,-0.290534,-0.779377,0.485978,2.1740633249282837,-6.520335893466836,109.491,313.4,5.137704918,313.4,5.137704918,251.4600067138672,0.77777778,DH/OF,/players/giancarlo-stanton/4949/stats/batting,9.0,AL,Giancarlo Stanton,519317,4949,4949
TBR,Rays,55,189,217,40,27,8,1,4,22,19,26,0,60,1,1,0,,1,0,0.214033,0.309637,0.330528,0.640165,0.287677,0.117562,0.274465,0.428332,0.116495,3.64268,0.28907,-0.0936131,,21.2043,-4.47876,-2.15248,-0.265306,-0.35892,0.485825,-5.013548791408539,2.092886447906494,81.8312,184.4,3.352727272,184.4,3.352727272,999.0,0.01923077,C,/players/hunter-feduccia/23372/stats/batting,12.0,AL,Hunter Feduccia,676439,23372,23372
LAA,Angels,57,204,225,43,26,10,1,6,22,23,15,0,62,4,1,1,,0,0,0.211023,0.27691,0.361026,0.637937,0.280221,0.066226,0.276445,0.239563,0.150004,2.80146,0.267585,-0.293766,,20.5613,-5.99049,0.0280787,-0.276573,-0.570339,0.475355,-6.821020126342773,4.1688195914030075,76.3994,184.9,3.243859649,184.9,3.243859649,999.0,0.04225352,C,/players/travis-darnaud/7739/stats/batting,1.0,AL,Travis d'Arnaud,518595,7739,7739
LAD,Dodgers,26,95,112,23,15,5,0,3,14,12,15,0,21,2,1,1,,2,1,0.239838,0.349895,0.37705,0.726945,0.325178,0.129385,0.183415,0.70542,0.137212,4.16483,0.278599,-0.030336,,14.3803,1.10575,0.373054,-0.188774,-0.21911,0.469713,0.959494024515152,-0.10842707753181458,108.852,128.5,4.942307692,128.5,4.942307692,999.0,0.05,OF,/players/alex-call/19296/stats/batting,22.0,NL,Alex Call,669743,19296,19296
SEA,Mariners,39,149,167,37,26,7,1,3,19,16,11,0,37,4,1,2,,9,2,0.245989,0.313127,0.359556,0.672683,0.298171,0.0660888,0.219866,0.300587,0.113567,5.99637,0.306375,0.0101074,,17.7378,-2.0208,0.564039,0.57147,0.581578,0.468562,-0.11335301399230957,-1.0683679580688477,96.4741,168.9,4.33076923,168.9,4.33076923,727.5399780273438,0.0,OF,/players/victor-robles/18363/stats/batting,11.0,AL,Victor Robles,645302,18363,18363
PIT,Pirates,44,152,173,35,25,6,0,4,18,17,17,0,50,3,1,0,,1,0,0.231301,0.318189,0.355085,0.673275,0.300543,0.095942,0.288503,0.332551,0.123784,2.43632,0.313552,-0.177888,,18.7134,-1.76023,-1.42196,-0.318299,-0.496187,0.465007,-2.6354276835918427,1.9622989892959595,89.5833,160.9,3.656818181,160.9,3.656818181,999.0,0.05769231,C,/players/joey-bart/21524/stats/batting,27.0,NL,Joey Bart,663698,21524,21524
LAA,Angels,44,165,190,36,24,6,2,4,20,18,21,0,57,2,1,1,,4,1,0.219387,0.311795,0.357681,0.669475,0.297366,0.112,0.303246,0.369338,0.138293,5.35687,0.303835,-0.0154328,,19.979,-2.4141,-0.0236636,-0.0496418,-0.0650746,0.45879,-2.6986097767949104,0.6531882528215647,88.21,176.8,4.018181818,176.8,4.018181818,748.3499755859375,0.0,2B,/players/christian-moore/34979/stats/batting,1.0,AL,Christian Moore,695681,34979,34979
MIN,Twins,43,160,184,40,27,8,1,4,20,18,18,0,35,3,1,1,,3,1,0.24929,0.336266,0.380496,0.716762,0.317583,0.0988002,0.191975,0.51465,0.131207,4.49025,0.295013,-0.0138761,,22.4106,0.676179,-0.168526,-0.103437,-0.117313,0.457944,0.43698151409626007,-2.298618584871292,102.557,196.4,4.56744186,196.4,4.56744186,999.0,0.0,OF,/players/alan-roden/31564/stats/batting,8.0,AL,Alan Roden,702176,31564,31564
SDP,Padres,39,154,170,37,27,6,1,4,18,17,13,1,31,1,1,1,,3,1,0.242486,0.303062,0.362184,0.665246,0.290781,0.0785251,0.180767,0.434399,0.119699,4.63197,0.27921,-0.0548225,,16.9939,-3.07099,0.539646,0.131289,0.0764663,0.450479,-2.2344241812825203,0.9843988120555878,88.5182,158.8,4.071794871,158.8,4.071794871,999.0,,PH/PR,/players/sung-mun-song/37122/stats/batting,29.0,NL,Sung-Mun Song,823550,37122,37122
SDP,Padres,92,358,396,86,52,20,1,14,40,49,32,1,81,3,2,0,,2,1,0.24005,0.306578,0.412556,0.719133,0.312178,0.0805231,0.205636,0.391581,0.172506,2.73035,0.272813,-0.376914,,46.536,-0.2822,-1.74753,-0.525136,-0.90205,0.449199,0.5893183946609497,-9.3891921043396,103.176,424.9,4.61847826,424.9,4.61847826,684.8099975585938,0.40963855,DH/OF,/players/gavin-sheets/19901/stats/batting,29.0,NL,Gavin Sheets,657757,19901,19901
SDP,Padres,72,289,311,78,54,15,1,8,33,37,18,1,48,2,2,0,,3,1,0.271143,0.315892,0.411338,0.727231,0.315156,0.0571485,0.154924,0.368881,0.140195,3.5249,0.300932,-0.173178,,37.3166,0.530924,-0.499396,-0.395502,-0.56868,0.446794,1.3557620644569397,-7.352636843919754,105.215,335.1,4.654166666,335.1,4.654166666,722.9099731445312,0.38596491,3B/OF,/players/miguel-andujar/15878/stats/batting,29.0,NL,Miguel Andujar,609280,15878,15878
MIN,Twins,52,201,223,45,26,9,2,9,26,28,17,0,55,3,1,1,,4,1,0.224588,0.290941,0.41499,0.705932,0.305067,0.0756083,0.248276,0.304533,0.190402,5.40021,0.263541,0.0711174,,24.8988,-1.446,1.31828,-0.0143174,0.0568,0.445846,-1.5369431003928185,-1.7872759103775024,93.9352,237.9,4.575,237.9,4.575,700.7000122070312,0.00636943,1B,/players/kody-clemens/20572/stats/batting,8.0,AL,Kody Clemens,665019,20572,20572
MIA,Marlins,55,211,236,48,30,11,1,6,26,26,20,0,49,2,2,1,,4,1,0.225353,0.297143,0.370518,0.667661,0.293111,0.0847388,0.20962,0.40425,0.145165,4.38045,0.264718,-0.0543458,,24.0563,-3.82021,0.743515,-0.123509,-0.177855,0.445595,-4.362437829375267,0.8638858497142792,85.0348,222.6,4.047272727,222.6,4.047272727,999.0,0.0,3B,/players/graham-pauley/31363/stats/batting,20.0,NL,Graham Pauley,688363,31363,31363
CIN,Reds,47,181,202,45,33,7,0,5,24,23,17,0,49,3,1,0,,7,2,0.249699,0.320005,0.379219,0.699224,0.308604,0.0828023,0.243566,0.339958,0.12952,5.01354,0.312266,-0.0386204,,23.1632,-0.730881,-0.724287,0.265972,0.227352,0.44439,-1.6640709191560745,-0.7242870032787323,92.1084,206.0,4.382978723,206.0,4.382978723,999.0,0.00740741,OF,/players/dane-myers/22054/stats/batting,18.0,NL,Dane Myers,667472,22054,22054
CIN,Reds,40,152,174,35,20,8,0,7,22,23,20,1,40,1,1,0,,1,1,0.233041,0.324632,0.437342,0.761974,0.329848,0.11681,0.227068,0.514428,0.204301,3.18724,0.263686,-0.0862197,,22.9498,2.37428,-0.798631,-0.266898,-0.353118,0.441455,1.0218051970005035,-2.50387841463089,106.662,195.1,4.8775,195.1,4.8775,748.5800170898438,0.0,OF,/players/jj-bleday/26368/stats/batting,18.0,NL,JJ Bleday,668709,26368,26368
STL,Cardinals,33,121,140,29,20,7,0,2,16,14,15,0,18,3,1,1,,4,1,0.24212,0.337965,0.361183,0.699148,0.312277,0.110108,0.126662,0.869303,0.119063,4.39531,0.263751,-0.0165733,,16.5044,-0.0887664,-0.170338,-0.0321036,-0.0486769,0.440929,0.226386871188879,-0.5916341096162796,101.653,139.3,4.221212121,139.3,4.221212121,999.0,0.02702703,2B/3B,/players/jose-fermin/21746/stats/batting,28.0,NL,José Fermín,665877,21746,21746
TEX,Rangers,52,200,225,48,34,9,2,3,26,21,19,1,51,3,1,1,,11,2,0.242481,0.315969,0.354082,0.67005,0.296432,0.0858025,0.228463,0.375565,0.111601,6.929,0.309335,-0.0294465,,23.5166,-3.03246,0.255258,0.856881,0.827435,0.438899,-1.7810055613517761,-1.6706681549549103,90.1503,215.8,4.15,215.8,4.15,999.0,0.17105263,OF,/players/sam-haggerty/18054/stats/batting,13.0,AL,Sam Haggerty,664059,18054,18054
SFG,Giants,48,186,208,43,28,8,1,5,22,23,17,0,40,3,1,1,,2,1,0.232651,0.305029,0.377954,0.682983,0.300368,0.0804724,0.194608,0.413509,0.145303,4.21759,0.268074,0.00808621,,22.417,-2.14085,-0.505356,-0.310626,-0.30254,0.436675,-1.8444785475730896,-0.8062819540500641,93.7404,191.7,3.99375,191.7,3.99375,999.0,0.0,OF,/players/drew-gilbert/31545/stats/batting,30.0,NL,Drew Gilbert,687551,31545,31545
PIT,Pirates,32,115,129,27,18,6,0,3,13,13,12,0,27,1,1,0,,1,0,0.236904,0.310485,0.368,0.678485,0.299558,0.0902999,0.212461,0.425019,0.131096,3.42342,0.286536,-0.0313614,,13.8628,-1.41715,-0.0798253,-0.151716,-0.183078,0.436219,-1.8830935806035995,1.532674677670002,88.9083,122.7,3.834375,122.7,3.834375,999.0,0.0,C,/players/endy-rodriguez/25332/stats/batting,27.0,NL,Endy Rodríguez,682848,25332,25332
NYM,Mets,30,119,129,29,19,5,0,4,15,15,8,1,32,1,1,0,,4,1,0.239972,0.291069,0.398323,0.689392,0.296994,0.0615785,0.249956,0.246357,0.15835,4.85265,0.290573,-0.00665477,,13.5809,-1.68475,0.304225,0.129696,0.123041,0.435529,-1.0504179522395134,1.0063854455947876,92.3366,127.3,4.243333333,127.3,4.243333333,999.0,0.07462687,2B/3B,/players/ronny-mauricio/23698/stats/batting,25.0,NL,Ronny Mauricio,677595,23698,23698
BAL,Orioles,27,105,118,24,13,5,0,5,14,15,11,0,33,1,1,0,,1,0,0.226321,0.302491,0.414125,0.716615,0.311143,0.0893212,0.277403,0.321991,0.187804,3.77892,0.28052,0.0223912,,13.7551,-0.183158,-0.157902,-0.122077,-0.0996855,0.42485,-0.05481219291687012,0.14302417635917664,100.323,128.8,4.77037037,128.8,4.77037037,459.1600036621094,0.09174312,1B/3B,/players/coby-mayo/28312/stats/batting,2.0,AL,Coby Mayo,691723,28312,28312
KCR,Royals,30,113,129,28,19,6,0,3,15,14,14,0,19,1,1,0,,2,1,0.246381,0.332815,0.374439,0.707254,0.314012,0.104884,0.150279,0.697926,0.128058,4.33013,0.275397,-0.0147927,,15.3661,0.100421,0.0382884,-0.105406,-0.120199,0.415424,-0.4493393525481224,0.05835013836622238,97.8385,135.4,4.513333333,135.4,4.513333333,999.0,0.01149425,2B/OF,/players/nick-loftin/27630/stats/batting,7.0,AL,Nick Loftin,679845,27630,27630
COL,Rockies,55,209,240,57,42,10,1,3,28,23,19,0,29,9,1,2,,8,3,0.270567,0.352401,0.375644,0.728045,0.3247,0.0772981,0.12219,0.632607,0.105077,5.20721,0.29944,-0.00380483,,30.5868,2.26618,0.00259191,-0.0845752,-0.08838,0.401336,-1.6898883953690529,-2.366389688802883,94.3624,263.9,4.798181818,263.9,4.798181818,745.8599853515625,0.2481203,OF,/players/tyler-freeman/22532/stats/batting,19.0,NL,Tyler Freeman,671289,22532,22532
DET,Tigers,58,226,251,55,37,11,1,6,28,27,21,0,56,2,2,0,,3,1,0.242928,0.309905,0.379707,0.689612,0.302169,0.082216,0.221746,0.370766,0.136779,4.60208,0.295737,0.181161,,27.4208,-2.21708,-2.00543,-0.220979,-0.0398177,0.3996,-2.2731693871319294,-2.463300108909607,92.4456,247.9,4.274137931,247.9,4.274137931,999.0,0.01612903,OF,/players/matt-vierling/21558/stats/batting,6.0,AL,Matt Vierling,663837,21558,21558
CLE,Guardians,35,133,151,32,19,7,1,4,18,18,14,0,41,2,1,0,,1,1,0.243462,0.323396,0.415703,0.739099,0.322595,0.0926256,0.274084,0.337947,0.172241,5.18707,0.31775,0.0488066,,18.9484,1.16571,-0.0399784,-0.158714,-0.109907,0.396758,1.3006451204419136,-2.6080340035259724,107.952,156.9,4.482857142,156.9,4.482857142,999.0,0.03508772,1B/OF,/players/cj-kayfus/33704/stats/batting,5.0,AL,CJ Kayfus,692216,33704,33704
PHI,Phillies,32,115,128,25,17,5,0,2,12,12,10,0,22,2,1,1,,1,0,0.215311,0.289504,0.323587,0.613091,0.274372,0.0770861,0.170821,0.451267,0.108276,2.7825,0.24509,-0.0789855,,11.1383,-4.03252,1.19934,-0.148059,-0.227045,0.392737,-4.498865723609924,3.707051992416382,71.9282,96.2,3.00625,96.2,3.00625,999.0,0.0,C,/players/rafael-marchan/21646/stats/batting,26.0,NL,Rafael Marchán,665561,21646,21646
CHW,White Sox,90,324,367,78,59,13,0,6,33,37,34,0,69,5,3,1,,1,1,0.24157,0.320385,0.342091,0.662476,0.296579,0.0926599,0.1886,0.491303,0.100521,1.98903,0.286293,-0.334393,,38.4428,-4.90792,-1.49303,-0.66085,-0.995242,0.388911,-5.929738819599152,-0.8309932947158813,88.5887,323.0,3.588888888,323.0,3.588888888,475.1000061035156,0.23577236,C,/players/edgar-quero/28022/stats/batting,4.0,AL,Edgar Quero,700337,28022,28022
SFG,Giants,27,100,108,24,17,4,1,2,10,12,6,0,29,1,1,0,,1,1,0.242264,0.290004,0.37282,0.662824,0.289423,0.0536523,0.26795,0.200233,0.130556,4.12293,0.313739,-0.0111588,,10.6742,-2.06934,0.121433,-0.154428,-0.165587,0.387259,-1.924142301082611,2.227914735674858,86.2427,90.6,3.355555555,90.6,3.355555555,999.0,0.0,C,/players/daniel-susac/31441/stats/batting,30.0,NL,Daniel Susac,691740,31441,31441
WSN,Nationals,48,185,206,46,31,10,1,5,24,23,15,0,41,4,1,0,,3,1,0.248447,0.317205,0.390334,0.707539,0.310736,0.0721209,0.199537,0.361442,0.141887,4.41348,0.291813,0.0498542,,23.9806,-0.388329,0.0720819,-0.122062,-0.0722077,0.368811,-0.446349062025547,-2.8144920989871025,98.4694,214.2,4.4625,214.2,4.4625,999.0,0.05714286,1B/2B/3B,/players/curtis-mead/23986/stats/batting,24.0,NL,Curtis Mead,678554,23986,23986
