Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,ADP,teamid,League,Player,xMLBAMID,playerids,playerid
TBR,Rays,2,2,1,35,,,,41.0,177,41,21,20,5,35,15,,1,4.28341,1.34729,7.56264,3.23277,2.33937,1.08247,0.194734,0.083242,0.1114916056394577,,0.250912,0.291464,0.704017,4.14934,157.30000000000004,3.8365853658536597,162.0,3.951219512195122,0.242141,0.0845938,999.0,12,AL,Cole Sulser,642121,15256,15256
ARI,Diamondbacks,4,4,8,29,,,,63.0,277,63,33,31,8,59,26,,3,4.36585,1.40905,8.32356,3.71004,2.24352,1.18221,0.211136,0.0941089,0.11702661961317062,,0.254013,0.301755,0.719727,4.36114,235.00000000000006,3.730158730158731,242.0,3.8412698412698414,0.239958,0.474286,999.0,15,NL,Andrew Hoffmann,694851,29633,29633
STL,Cardinals,4,3,0,52,,,,49.0,210,44,22,20,5,47,19,,3,3.68401,1.27529,8.54945,3.47093,2.46316,0.864688,0.223716,0.0908248,0.1328909695148468,,0.233802,0.28762,0.727886,3.80767,214.70000000000002,4.381632653061224,208.0,4.244897959183674,0.236325,0.345988,479.0799865722656,28,NL,JoJo Romero,668941,19574,19574
CIN,Reds,3,5,15,21,,,,68.0,305,69,45,42,11,61,34,,4,5.53798,1.51722,8.02763,4.49228,1.78698,1.4354,0.198728,0.111208,0.087519071996212,,0.25872,0.297747,0.655661,5.08445,196.50000000000003,2.8897058823529416,205.0,3.014705882352941,0.229742,-0.0541039,999.0,18,NL,Jose Franco,683742,27014,27014
STL,Cardinals,3,3,0,47,,,,42.0,187,37,21,20,4,45,23,,1,4.16397,1.4257,9.56644,4.87534,1.96221,0.892868,0.241475,0.123063,0.11841216683387756,,0.230038,0.292757,0.717127,3.97604,183.40000000000003,4.366666666666667,176.0,4.190476190476191,0.22902,0.0732315,745.9000244140625,28,NL,Ryne Stanek,592773,15947,15947
LAA,Angels,4,8,17,18,,,,89.0,398,94,59,54,14,69,41,,6,5.49002,1.51924,7.02486,4.13149,1.70032,1.43675,0.173973,0.102318,0.07165519148111343,,0.268083,0.298738,0.660773,5.24502,239.00000000000003,2.6853932584269664,260.0,2.9213483146067416,0.227477,-0.321524,999.0,1,AL,Sam Aldegheri,691951,26443,26443
WSN,Nationals,2,3,1,38,,,,40.0,176,42,22,20,4,38,15,,4,4.60529,1.41837,8.51685,3.42135,2.48932,0.881916,0.21554,0.0865856,0.1289539709687233,,0.264885,0.327013,0.672951,3.92926,156.60000000000002,3.9150000000000005,167.0,4.175,0.217347,-0.0408555,999.0,24,NL,Richard Lovelady,663992,19337,19337
LAD,Dodgers,2,2,3,34,,,,38.0,166,34,22,20,5,41,19,,3,4.78946,1.42064,9.73323,4.60717,2.11263,1.16359,0.245935,0.116412,0.1295228749513626,,0.239479,0.301659,0.679395,4.4612,147.29999999999998,3.8763157894736837,141.0,3.710526315789474,0.216377,-0.081776,999.0,22,NL,Edgardo Henriquez,683618,26944,26944
LAD,Dodgers,3,3,0,40,,,,47.0,207,42,25,23,4,49,26,,2,4.37814,1.42671,9.39691,4.88135,1.92506,0.832478,0.237175,0.123204,0.1139715239405632,,0.23189,0.295793,0.692213,4.01526,203.40000000000003,4.327659574468086,197.0,4.191489361702128,0.213324,-0.0305027,999.0,22,NL,Will Klein,694361,27787,27787
LAA,Angels,3,6,13,23,,,,83.0,366,96,54,50,14,57,26,,3,5.45864,1.47591,6.24499,2.80562,2.22589,1.58083,0.156286,0.0702127,0.08607291430234909,,0.284245,0.306411,0.663945,5.06331,219.40000000000006,2.643373493975904,260.0,3.1325301204819276,0.211262,-0.325533,999.0,1,AL,Shaun Anderson,641312,19453,19453
CIN,Reds,2,3,0,57,,,,53.0,228,47,29,26,7,56,25,,4,4.51464,1.35082,9.60157,4.18999,2.29155,1.18735,0.246587,0.107607,0.13898026198148727,,0.233512,0.290603,0.690815,4.32249,208.90000000000003,3.9415094339622647,199.0,3.7547169811320753,0.208536,0.0359111,718.1199951171875,18,NL,Tony Santillan,663574,19926,19926
MIN,Twins,3,3,1,42,,,,52.0,228,50,26,24,5,49,24,,5,4.14868,1.42591,8.56812,4.14623,2.06648,0.849921,0.216452,0.104744,0.11170794814825058,,0.250903,0.310935,0.714895,4.11267,204.3,3.928846153846154,206.0,3.9615384615384617,0.208385,0.158725,748.510009765625,8,AL,Kody Funderburk,681892,24993,24993
MIA,Marlins,3,2,0,42,,,,40.0,169,35,17,16,4,39,17,,3,3.64447,1.29498,8.9606,3.77368,2.3745,0.826901,0.233296,0.0982506,0.13504566997289658,,0.232495,0.292577,0.732908,3.84176,173.8,4.345000000000001,166.0,4.15,0.203191,0.444892,999.0,20,NL,Anthony Bender,669622,19742,19742
,,2,3,0,38,,,,34.0,147,32,18,17,5,39,13,,3,4.44693,1.30295,10.1163,3.45769,2.92574,1.26668,0.26262,0.0897618,0.17285804450511932,,0.240646,0.304732,0.692535,4.10321,136.90000000000003,4.026470588235295,135.0,3.9705882352941178,0.202695,-0.0278602,688.9600219726562,-1,,Jordan Romano,605447,16122,16122
BAL,Orioles,3,5,12,20,,,,71.0,321,82,46,42,13,56,27,,1,5.32008,1.53423,7.08622,3.3997,2.08437,1.5944,0.174893,0.0839072,0.09098618477582932,,0.281826,0.311984,0.693284,5.05854,180.3,2.53943661971831,214.0,3.0140845070422535,0.201216,-0.364485,999.0,2,AL,Albert Suárez,544150,6175,6175
ATL,Braves,3,6,16,18,,,,80.0,361,97,53,49,14,62,27,,4,5.46658,1.54033,6.9141,3.01936,2.28993,1.55048,0.170438,0.0744293,0.09600824862718582,,0.292612,0.32501,0.677457,5.00791,198.60000000000002,2.4825000000000004,249.0,3.1125,0.200415,-0.225529,999.0,16,NL,Carlos Carrasco,471911,6632,6632
LAA,Angels,3,4,1,41,,,,47.0,203,39,25,23,5,53,25,,5,4.38103,1.36062,10.1314,4.80835,2.10705,0.966693,0.259481,0.123149,0.1363322138786316,,0.223288,0.29134,0.687058,4.1925,200.9,4.274468085106383,186.0,3.9574468085106385,0.200059,0.00183778,999.0,1,AL,Ryan Zeferjahn,666171,25420,25420
MIA,Marlins,4,4,1,48,,,,44.0,197,41,21,20,4,46,23,,1,3.99485,1.44989,9.34221,4.64434,2.01153,0.883361,0.234559,0.116608,0.11795175820589066,,0.240892,0.304948,0.737095,3.98132,189.80000000000004,4.313636363636364,188.0,4.2727272727272725,0.195761,0.298917,999.0,20,NL,Calvin Faucher,676534,20116,20116
SFG,Giants,2,2,1,43,,,,43.0,188,44,21,19,4,35,16,,1,4.04034,1.38646,7.37424,3.27589,2.25106,0.878218,0.18819,0.0836004,0.10458949208259583,,0.257364,0.302655,0.718884,3.90803,173.6,4.037209302325581,182.0,4.232558139534884,0.195081,0.167153,999.0,30,NL,Matt Gage,657424,17381,17381
ATL,Braves,2,2,1,38,,,,39.0,170,38,19,18,4,41,15,,4,4.09489,1.36843,9.35964,3.53451,2.64807,0.910175,0.239442,0.0904212,0.14902040362358093,,0.253801,0.323524,0.712296,3.86665,165.60000000000002,4.246153846153847,168.0,4.3076923076923075,0.194368,0.21831,999.0,16,NL,Aaron Bummer,607481,16258,16258
MIN,Twins,2,2,2,48,,,,47.0,204,45,24,22,5,44,20,,4,4.32763,1.40625,8.56823,3.9585,2.16452,0.944931,0.217436,0.100455,0.11698099225759506,,0.251255,0.308827,0.701673,4.19215,185.3,3.942553191489362,186.0,3.9574468085106385,0.193438,0.125095,999.0,8,AL,Anthony Banda,607455,14706,14706
LAA,Angels,2,3,4,31,,,,42.0,186,40,23,21,4,39,22,,3,4.57334,1.49844,8.53943,4.86352,1.75581,0.890702,0.212201,0.120856,0.09134486317634583,,0.248081,0.305284,0.695723,4.35259,160.60000000000002,3.8238095238095244,161.0,3.8333333333333335,0.19027,0.0669688,999.0,1,AL,Sam Bachman,696147,29754,29754
CLE,Guardians,3,3,0,45,,,,46.0,196,42,24,22,6,47,15,,3,4.28423,1.2455,9.07631,2.98746,3.03814,1.17726,0.239082,0.0786937,0.16038833558559418,,0.239587,0.292752,0.685336,4.03391,197.40000000000003,4.291304347826087,192.0,4.173913043478261,0.189267,-0.059919,999.0,5,AL,Matt Festa,670036,19330,19330
PHI,Phillies,3,3,1,42,,,,42.0,179,40,22,21,5,43,15,,3,4.4313,1.31061,9.20187,3.27305,2.8114,1.17715,0.238644,0.0848845,0.15376000851392746,,0.245928,0.302585,0.687743,4.09217,177.3,4.2214285714285715,177.0,4.214285714285714,0.1851,0.100098,999.0,26,NL,Kyle Backhus,679775,29615,29615
KCR,Royals,3,3,1,37,,,,36.0,158,29,18,16,3,43,22,,3,4.08568,1.41611,10.8478,5.44906,1.99077,0.821551,0.274118,0.137694,0.13642339408397675,,0.218199,0.297431,0.716186,3.95669,165.10000000000002,4.586111111111112,152.0,4.222222222222222,0.18426,0.155025,999.0,7,AL,Alex Lange,656638,19883,19883
TOR,Blue Jays,2,2,1,36,,,,44.0,187,42,22,20,6,44,13,,3,4.10912,1.23981,8.88724,2.67835,3.31818,1.29859,0.234461,0.0706594,0.16380134969949722,,0.244862,0.293767,0.716453,4.12712,182.60000000000002,4.15,182.0,4.136363636363637,0.183122,0.110705,999.0,14,AL,Chase Lee,695445,29574,29574
MIA,Marlins,2,2,0,38,,,,36.0,156,31,18,16,5,44,17,,1,4.06065,1.34775,11.0384,4.32942,2.54962,1.17324,0.283331,0.111127,0.17220401763916016,,0.22764,0.300486,0.735754,3.94116,158.30000000000004,4.397222222222223,149.0,4.138888888888889,0.183116,0.127613,999.0,20,NL,Andrew Nardi,677053,25942,25942
CHC,Cubs,1,1,1,33,,,,42.0,180,33,21,19,4,46,24,,4,4.18003,1.36127,10.0223,5.18988,1.93113,0.900724,0.256673,0.132913,0.12375941872596741,,0.214547,0.280157,0.701331,4.2535,183.8,4.376190476190477,166.0,3.9523809523809526,0.180007,0.13794,999.0,17,NL,Luke Little,681432,28036,28036
TOR,Blue Jays,1,1,3,17,,,,24.0,102,23,12,11,4,24,9,,0,4.33335,1.31911,9.07483,3.30223,2.74809,1.51247,0.234906,0.0854798,0.14942649751901627,,0.242566,0.285232,0.734205,4.40393,89.60000000000004,3.7333333333333347,89.0,3.7083333333333335,0.172975,0.154525,999.0,14,AL,Spencer Miles,693686,31621,31621
BOS,Red Sox,4,4,0,53,,,,50.0,213,47,25,23,7,48,18,,2,4.2448,1.30904,8.76237,3.27543,2.67518,1.20737,0.227419,0.0850108,0.14240861684083939,,0.244006,0.293235,0.710279,4.15522,197.7,3.9539999999999997,195.0,3.9,0.172683,0.182679,999.0,3,AL,Greg Weissert,669711,20375,20375
LAA,Angels,1,2,3,35,,,,50.0,217,52,27,25,7,40,17,,1,4.45141,1.39294,7.31197,3.0899,2.36641,1.22652,0.186331,0.0787398,0.10759103298187256,,0.263192,0.300507,0.711503,4.39835,174.7,3.4939999999999998,185.0,3.7,0.170602,0.0651257,999.0,1,AL,Brent Suter,608718,13942,13942
DET,Tigers,2,4,9,23,,,,62.0,276,70,41,38,10,53,23,,6,5.47492,1.50348,7.67133,3.30829,2.31882,1.39184,0.190554,0.0821769,0.108376644551754,,0.283768,0.327532,0.65445,4.85151,172.79999999999995,2.7870967741935475,199.0,3.2096774193548385,0.168731,-0.416538,999.0,6,AL,Connor Seabold,657756,19695,19695
MIL,Brewers,3,3,0,49,,,,54.0,229,48,26,24,7,55,22,,3,4.04845,1.3023,9.2295,3.66232,2.52012,1.12251,0.239825,0.0951639,0.14466091990470886,,0.23478,0.289342,0.72126,4.09261,223.7,4.142592592592592,214.0,3.962962962962963,0.165499,0.236434,999.0,23,NL,Grant Anderson,681982,20546,20546
BOS,Red Sox,2,2,1,26,,,,30.0,132,28,15,14,3,27,13,,1,4.03881,1.36289,8.13026,3.85015,2.11168,0.859932,0.208485,0.0987295,0.10975518077611923,,0.242414,0.2937,0.711979,3.99724,124.3,4.1433333333333335,123.0,4.1,0.163051,0.159619,999.0,3,AL,Tyler Samaniego,701719,30081,30081
BAL,Orioles,2,2,1,40,,,,44.0,193,41,23,21,6,49,21,,1,4.30298,1.38173,9.86185,4.15878,2.37134,1.30046,0.251402,0.106017,0.14538469910621643,,0.237024,0.293649,0.730898,4.25799,177.20000000000002,4.027272727272727,174.0,3.9545454545454546,0.162221,-0.0180839,999.0,2,AL,Rico Garcia,670329,20023,20023
LAA,Angels,2,3,6,27,,,,55.0,248,60,32,30,8,43,23,,2,4.84422,1.51093,6.92714,3.80115,1.82238,1.26109,0.171888,0.0943208,0.07756754755973816,,0.270781,0.304937,0.704218,4.79032,163.60000000000002,2.974545454545455,182.0,3.309090909090909,0.159895,-0.0104311,999.0,1,AL,Joey Lucchesi,664192,19320,19320
HOU,Astros,3,3,0,49,,,,50.0,209,44,24,22,7,49,17,,2,4.02319,1.23133,8.79217,3.05035,2.88235,1.27995,0.232445,0.0806442,0.15180079638957977,,0.233615,0.27776,0.722164,4.1785,210.49999999999997,4.209999999999999,200.0,4.0,0.157199,0.167958,999.0,21,AL,Enyel De Los Santos,660853,18403,18403
WSN,Nationals,4,9,20,21,,,,106.0,466,123,70,65,20,70,29,,3,5.49486,1.4314,5.95839,2.42147,2.46065,1.73203,0.150675,0.0612339,0.08944111689925194,,0.283679,0.299083,0.660746,5.20223,262.6000000000001,2.4773584905660386,314.0,2.9622641509433962,0.156648,-0.284102,999.0,24,NL,Miles Mikolas,571945,9803,9803
TEX,Rangers,3,4,4,34,,,,60.0,265,55,35,32,7,52,30,,3,4.77166,1.42007,7.82507,4.51371,1.73362,1.02495,0.198074,0.114254,0.08381970226764679,,0.239215,0.281695,0.669331,4.52582,219.89999999999998,3.6649999999999996,214.0,3.566666666666667,0.155614,-0.225332,999.0,13,AL,Cole Winn,668390,22113,22113
HOU,Astros,2,2,0,31,,,,33.0,143,29,16,15,4,37,14,,1,4.00961,1.30484,10.0125,3.90862,2.56164,1.17794,0.259833,0.101432,0.15840096771717072,,0.227566,0.28646,0.73162,3.97992,148.60000000000005,4.503030303030305,142.0,4.303030303030303,0.154445,0.0942049,999.0,21,AL,Bennett Sousa,656986,21345,21345
DET,Tigers,3,3,1,45,,,,45.0,194,43,23,21,6,40,18,,0,4.21328,1.35903,8.0554,3.61698,2.22711,1.12617,0.206764,0.0928399,0.11392442137002945,,0.243739,0.286235,0.718149,4.17739,173.39999999999998,3.8533333333333326,173.0,3.8444444444444446,0.153807,0.0712895,639.030029296875,6,AL,Kyle Finnegan,640448,15009,15009
CHW,White Sox,3,5,0,51,,,,46.0,201,40,25,23,7,53,24,,3,4.39428,1.37511,10.3537,4.64309,2.22992,1.29904,0.264231,0.118494,0.14573757350444794,,0.227089,0.287231,0.71984,4.42131,175.30000000000007,3.8108695652173927,164.0,3.5652173913043477,0.143839,-0.126658,194.19000244140625,4,AL,Seranthony Domínguez,622554,19249,19249
MIN,Twins,1,2,4,26,,,,41.0,184,41,25,23,5,39,21,,2,4.98176,1.49844,8.47189,4.53851,1.86667,1.18145,0.210535,0.112786,0.0977482795715332,,0.254003,0.303686,0.682139,4.63036,144.30000000000004,3.519512195121952,149.0,3.6341463414634148,0.139068,-0.179307,999.0,8,AL,Zak Kent,687849,25703,25703
CLE,Guardians,2,2,1,34,,,,36.0,157,34,18,17,4,36,15,,3,4.15621,1.35613,8.95441,3.81451,2.34746,1.01828,0.229813,0.0978988,0.13191454857587814,,0.243644,0.301338,0.713158,4.12468,146.80000000000004,4.077777777777779,146.0,4.055555555555555,0.139025,0.0819972,999.0,5,AL,Colin Holderman,670059,22361,22361
MIN,Twins,2,3,0,44,,,,38.0,168,36,20,19,4,39,18,,3,4.37593,1.43117,9.25893,4.34158,2.13262,1.02704,0.233482,0.109482,0.1240006536245346,,0.24658,0.308578,0.709981,4.23653,153.4,4.036842105263158,153.0,4.026315789473684,0.135254,-0.0276373,415.510009765625,8,AL,Taylor Rogers,573124,13449,13449
WSN,Nationals,3,7,17,17,,,,78.0,352,86,49,45,12,58,36,,2,5.23562,1.56882,6.71216,4.2018,1.59745,1.34703,0.164438,0.102938,0.06150035560131073,,0.272729,0.302792,0.688966,5.07404,208.00000000000003,2.666666666666667,236.0,3.0256410256410255,0.132699,0.0251343,999.0,24,NL,Riley Cornelio,683000,31953,31953
TEX,Rangers,1,1,1,24,,,,31.0,137,28,19,17,3,29,16,,1,4.90892,1.42564,8.23495,4.67852,1.76016,0.988954,0.208108,0.118232,0.08987582474946976,,0.236088,0.283059,0.6548,4.41359,126.69999999999997,4.087096774193547,123.0,3.967741935483871,0.131956,-0.280062,999.0,13,AL,Carter Baumler,691945,30231,30231
CHC,Cubs,3,3,1,34,,,,45.0,199,40,24,22,6,48,24,,2,4.38459,1.42047,9.55074,4.82123,1.98098,1.1136,0.241371,0.121845,0.11952687799930573,,0.232055,0.289606,0.714319,4.37247,173.2,3.848888888888889,165.0,3.6666666666666665,0.129336,-0.00847934,999.0,17,NL,Riley Martin,702303,29934,29934
MIA,Marlins,2,2,0,44,,,,43.0,190,47,21,19,4,32,14,,2,3.94289,1.41232,6.57902,2.95441,2.22685,0.861702,0.167011,0.0749989,0.09201253950595856,,0.270494,0.310698,0.732333,4.02571,162.8,3.7860465116279074,179.0,4.162790697674419,0.12822,0.202719,999.0,20,NL,John King,667463,22051,22051
MIA,Marlins,3,3,1,38,,,,53.0,231,48,28,25,8,57,24,,2,4.30421,1.36099,9.66456,4.06694,2.37637,1.28488,0.247604,0.104194,0.14340972900390625,,0.236497,0.291667,0.724439,4.32195,205.00000000000006,3.867924528301888,197.0,3.7169811320754715,0.125527,0.100576,999.0,20,NL,Lake Bachar,669199,19222,19222
TBR,Rays,2,4,9,23,,,,59.0,256,62,36,33,10,48,20,,3,5.0249,1.39614,7.44117,3.01752,2.46599,1.54982,0.189462,0.07683,0.11263172328472137,,0.267264,0.299177,0.683315,4.90391,179.40000000000003,3.0406779661016956,192.0,3.2542372881355934,0.124307,-0.0815387,999.0,12,AL,Trevor Martin,694680,31878,31878
NYY,Yankees,2,2,0,47,,,,43.0,185,47,22,20,4,23,10,,1,4.24051,1.33882,4.83724,2.19123,2.20755,0.868222,0.125105,0.0566716,0.06843364611268044,,0.272543,0.295085,0.686747,4.14576,159.8,3.716279069767442,176.0,4.093023255813954,0.123292,-0.0094818,999.0,9,AL,Tim Hill,657612,16814,16814
NYM,Mets,3,4,2,28,,,,40.0,170,38,22,20,6,37,15,,3,4.60563,1.3316,8.45851,3.34088,2.53182,1.2908,0.21843,0.0862741,0.13215626031160355,,0.248986,0.294514,0.685673,4.4563,143.39999999999998,3.5849999999999995,142.0,3.55,0.123003,-0.0526897,999.0,25,NL,Austin Warren,681810,24937,24937
CHW,White Sox,3,5,1,50,,,,47.0,204,42,28,26,8,53,22,,1,4.8869,1.36428,10.1061,4.28248,2.35988,1.51592,0.258619,0.10959,0.14902912080287933,,0.231655,0.283037,0.685949,4.59912,177.2,3.7702127659574467,168.0,3.574468085106383,0.121577,-0.336281,717.510009765625,4,AL,Jordan Leasure,673929,29950,29950
MIN,Twins,3,3,2,33,,,,41.0,181,39,22,21,6,42,19,,1,4.51686,1.41652,9.19135,4.14106,2.21957,1.30316,0.232572,0.104783,0.12778938561677933,,0.245193,0.296797,0.717581,4.44665,152.20000000000002,3.71219512195122,151.0,3.682926829268293,0.121,0.0273782,999.0,8,AL,Garrett Acton,670183,27583,27583
MIA,Marlins,1,1,1,37,,,,40.0,176,39,21,19,6,40,16,,2,4.25096,1.37963,8.79874,3.65757,2.40562,1.24857,0.224619,0.0933723,0.13124625384807587,,0.250048,0.300634,0.730744,4.36412,146.79999999999998,3.6699999999999995,148.0,3.7,0.120239,0.0902678,999.0,20,NL,Michael Petersen,656848,20827,20827
WSN,Nationals,3,4,4,46,,,,50.0,220,49,27,25,7,48,22,,3,4.56136,1.42693,8.71632,4.03665,2.15929,1.20266,0.220116,0.101939,0.118177130818367,,0.252003,0.303832,0.70657,4.4873,177.49999999999997,3.5499999999999994,180.0,3.6,0.119063,0.101235,999.0,24,NL,PJ Poulin,676571,23394,23394
SDP,Padres,2,3,0,40,,,,50.0,211,43,26,24,6,48,21,,4,4.39656,1.2821,8.67422,3.72446,2.32899,1.12826,0.226588,0.0972904,0.12929796427488327,,0.231494,0.279124,0.678763,4.34562,205.39999999999998,4.108,193.0,3.86,0.114223,-0.0611208,999.0,29,NL,Ron Marinaccio,676760,23488,23488
CLE,Guardians,2,3,4,34,,,,51.0,223,47,27,24,7,54,23,,5,4.26936,1.35548,9.50683,4.06294,2.33989,1.22117,0.24391,0.10424,0.1396697610616684,,0.238577,0.295829,0.720584,4.41083,193.10000000000008,3.786274509803923,188.0,3.6862745098039214,0.113782,0.0972285,999.0,5,AL,Peyton Pallette,688883,31865,31865
LAD,Dodgers,3,3,1,32,,,,27.0,119,27,15,14,4,29,11,,1,4.57215,1.38062,9.50824,3.62529,2.62275,1.3025,0.242525,0.0924694,0.1500551775097847,,0.250703,0.308657,0.703245,4.2712,102.40000000000002,3.792592592592593,105.0,3.888888888888889,0.107308,-0.0449572,999.0,22,NL,Blake Treinen,595014,12572,12572
NYY,Yankees,1,1,0,32,,,,40.0,171,38,21,19,4,31,16,,1,4.34526,1.36082,7.05342,3.54172,1.99153,0.945458,0.18113,0.0909504,0.09017958492040634,,0.248241,0.286666,0.688799,4.224,159.0,3.975,159.0,3.975,0.107146,-0.0643286,999.0,9,AL,Yerry De los Santos,660787,21420,21420
PIT,Pirates,3,4,0,40,,,,50.0,216,45,26,24,5,54,22,,9,4.25097,1.33326,9.60491,3.97444,2.41667,0.875324,0.247687,0.102491,0.1451955959200859,,0.242094,0.315408,0.684872,4.14189,206.5,4.13,200.0,4.0,0.104783,0.0908599,999.0,27,NL,Yohan Ramírez,670990,19444,19444
ATH,Athletics,3,3,0,46,,,,51.0,222,46,26,24,6,53,24,,3,4.1949,1.37832,9.27603,4.29031,2.16209,1.13151,0.236776,0.109513,0.12726344913244247,,0.236111,0.291446,0.725013,4.31117,209.00000000000003,4.098039215686275,202.0,3.9607843137254903,0.100328,0.102261,748.52001953125,10,AL,Elvis Alvarado,665660,21662,21662
WSN,Nationals,2,4,12,17,,,,60.0,269,60,39,36,9,57,30,,5,5.37694,1.49762,8.5504,4.48723,1.90549,1.40041,0.212511,0.111525,0.10098568350076675,,0.256763,0.302823,0.662796,4.99687,186.3,3.105,192.0,3.2,0.0993887,-0.157501,999.0,24,NL,Ken Waldichuk,686610,27681,27681
CHC,Cubs,2,2,1,31,,,,34.0,144,31,17,16,4,34,13,,4,4.21176,1.31968,9.05318,3.50788,2.58081,1.16929,0.234319,0.0907927,0.1435258686542511,,0.245683,0.301976,0.712798,4.33593,138.80000000000004,4.082352941176472,135.0,3.9705882352941178,0.0990621,0.114291,999.0,17,NL,Ethan Roberts,681799,24930,24930
BAL,Orioles,1,1,1,33,,,,43.0,186,41,24,23,8,44,16,,0,4.68458,1.3208,9.23525,3.34691,2.75934,1.59707,0.238929,0.0865895,0.15233999490737915,,0.241896,0.283706,0.704078,4.50538,153.19999999999996,3.5627906976744175,151.0,3.511627906976744,0.0969582,-0.166221,999.0,2,AL,Yaramil Hiraldo,682274,25215,25215
CHC,Cubs,2,3,3,28,,,,42.0,186,40,24,22,5,39,22,,1,4.70324,1.46381,8.32158,4.62782,1.79817,1.08973,0.208456,0.115927,0.09252875298261642,,0.244318,0.291625,0.692104,4.50634,154.3,3.673809523809524,154.0,3.6666666666666665,0.096739,-0.0691449,999.0,17,NL,Corbin Martin,656686,19884,19884
KCR,Royals,2,3,0,51,,,,46.0,197,43,24,22,5,41,18,,3,4.44239,1.34548,8.07858,3.53768,2.28358,1.08242,0.208012,0.0910902,0.1169217899441719,,0.246608,0.29258,0.687247,4.26303,186.10000000000002,4.0456521739130435,184.0,4.0,0.0957127,0.0417227,999.0,7,AL,John Schreiber,670167,20020,20020
PHI,Phillies,1,1,1,39,,,,35.0,150,36,18,16,5,32,12,,1,4.23885,1.3737,8.24974,3.12622,2.63889,1.23312,0.210995,0.0799559,0.1310388296842575,,0.259156,0.305961,0.729145,4.2351,128.9,3.682857142857143,135.0,3.857142857142857,0.0944698,0.119391,999.0,26,NL,Tim Mayza,641835,15042,15042
SDP,Padres,2,2,1,50,,,,49.0,212,45,24,22,5,42,21,,3,4.0264,1.33405,7.64421,3.87697,1.9717,0.865613,0.197431,0.100133,0.09729866683483124,,0.236977,0.281599,0.706829,4.15789,196.10000000000002,4.002040816326531,192.0,3.9183673469387754,0.0942108,0.141266,999.0,29,NL,Wandy Peralta,593974,14295,14295
CHW,White Sox,1,3,4,29,,,,43.0,188,44,27,25,7,38,18,,1,5.3432,1.45142,8.05987,3.71564,2.16917,1.45273,0.202516,0.093361,0.10915514081716537,,0.261271,0.30059,0.657811,4.78343,136.7,3.17906976744186,143.0,3.3255813953488373,0.093609,-0.293337,999.0,4,AL,Tyler Gilbert,656457,17964,17964
CIN,Reds,2,4,4,41,,,,58.0,262,55,37,34,8,59,35,,4,5.24011,1.54339,9.1437,5.41772,1.68774,1.2247,0.22482,0.133208,0.09161244332790375,,0.244295,0.298101,0.673027,4.86839,188.80000000000007,3.2551724137931046,187.0,3.2241379310344827,0.0930809,-0.26089,999.0,18,NL,Kyle Nicolas,693312,27775,27775
ARI,Diamondbacks,3,2,0,47,,,,42.0,186,40,20,19,4,42,21,,1,3.99499,1.45613,9.04136,4.61501,1.95912,0.914295,0.226742,0.115737,0.11100541800260544,,0.242987,0.303215,0.74103,4.09136,175.60000000000002,4.180952380952381,176.0,4.190476190476191,0.0920904,0.242349,999.0,15,NL,Juan Morillo,666661,21924,21924
ATL,Braves,2,2,0,45,,,,42.0,177,40,20,19,5,39,13,,1,4.06455,1.27775,8.45704,2.85711,2.96,1.17141,0.221186,0.0747251,0.14646124094724655,,0.246486,0.293739,0.718249,4.00497,181.3,4.316666666666667,181.0,4.309523809523809,0.0918228,0.231964,999.0,16,NL,Joel Payamps,606303,14332,14332
CIN,Reds,2,2,0,43,,,,37.0,160,33,21,20,4,37,19,,4,4.86227,1.41096,9.05889,4.67768,1.93662,1.03765,0.22954,0.118526,0.11101384460926056,,0.236963,0.294004,0.659222,4.49305,143.8,3.8864864864864868,138.0,3.72972972972973,0.0788154,-0.0478223,999.0,18,NL,Sam Moll,594580,14874,14874
ARI,Diamondbacks,2,2,1,36,,,,32.0,136,30,17,15,5,33,11,,1,4.27432,1.24307,9.27403,2.94055,3.15385,1.48912,0.244388,0.0774889,0.1668992042541504,,0.238406,0.283596,0.718635,4.34361,127.30000000000001,3.9781250000000004,125.0,3.90625,0.0702537,0.0471166,389.9100036621094,15,NL,Paul Sewald,623149,13892,13892
MIN,Twins,4,5,5,30,,,,54.0,240,50,30,27,7,53,30,,6,4.55202,1.47587,8.77788,4.98443,1.76106,1.17994,0.219199,0.12447,0.09472902119159698,,0.243581,0.295243,0.716625,4.88116,181.5,3.361111111111111,177.0,3.2777777777777777,0.0686512,0.0306045,999.0,8,AL,Christian Roa,685005,27662,27662
PIT,Pirates,2,3,0,41,,,,43.0,188,39,22,20,4,46,21,,5,4.2706,1.37826,9.65131,4.34309,2.22222,0.937556,0.246278,0.110825,0.1354527622461319,,0.239099,0.308035,0.699832,4.16921,181.6,4.223255813953489,177.0,4.116279069767442,0.0615563,0.114055,999.0,27,NL,Justin Lawrence,664875,17639,17639
