Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,Player,xMLBAMID,playerids,playerid
DET,Tigers,12,5,26,26,0,0,,159.0,632,126,52,47,14,191,32,,5,2.67291,0.992533,10.803,1.79475,6.01926,0.799489,0.302857,0.0503147,0.2525423653423786,,0.212609,0.288495,0.76901,2.58822,947.8000000000001,5.961006289308177,884.0,5.559748427672956,5.04636,4.87469,18,7.019999980926514,6,AL,Tarik Skubal,669373,22267,22267
PIT,Pirates,11,6,26,26,0,0,,147.0,594,119,52,48,13,173,39,,6,2.92051,1.0798,10.6401,2.40597,4.42236,0.816205,0.291731,0.0659673,0.2257639616727829,,0.216828,0.291728,0.760838,2.86581,829.4999999999999,5.642857142857142,777.0,5.285714285714286,4.11039,4.35561,17,9.649999618530273,27,NL,Paul Skenes,694973,33677,33677
PHI,Phillies,10,6,26,26,0,0,,160.0,657,144,62,56,14,160,42,,5,3.15796,1.16258,9.01148,2.34005,3.85098,0.769636,0.243715,0.0632864,0.18042830377817154,,0.236411,0.299176,0.744423,3.11595,816.4,5.1025,797.0,4.98125,3.98031,4.15293,17,24.75,26,NL,Cristopher Sánchez,650911,20778,20778
SFG,Giants,11,8,26,26,0,0,,162.0,675,155,65,59,12,151,40,,5,3.27786,1.19812,8.3908,2.19573,3.82142,0.686921,0.224212,0.0586723,0.1655394658446312,,0.245646,0.305265,0.73066,3.08444,815.2,5.032098765432099,821.0,5.067901234567901,3.52403,3.47063,16,57.189998626708984,30,NL,Logan Webb,657277,17995,17995
BOS,Red Sox,9,5,21,21,0,0,,121.0,494,102,45,41,12,148,34,,4,3.08376,1.11835,11.0341,2.5151,4.38716,0.923458,0.300531,0.0685025,0.23202895373106003,,0.22287,0.302323,0.764232,2.96333,664.6000000000001,5.4925619834710755,631.0,5.214876033057851,3.29608,3.31046,13,12.239999771118164,3,AL,Garrett Crochet,676979,27463,27463
PHI,Phillies,10,6,23,23,0,0,,140.0,576,119,56,52,15,154,39,,6,3.31496,1.12584,9.85962,2.52692,3.90183,0.959368,0.267161,0.0684707,0.19869018346071243,,0.223909,0.287114,0.742147,3.30905,715.1,5.107857142857143,678.0,4.8428571428571425,3.21521,3.4383,14,110.48999786376953,26,NL,Zack Wheeler,554430,10310,10310
NYY,Yankees,11,7,25,25,0,0,,153.0,635,138,62,57,13,141,45,,6,3.3556,1.19923,8.2772,2.66598,3.10475,0.790425,0.22117,0.0712362,0.14993419498205185,,0.236179,0.289494,0.734514,3.44211,742.5,4.852941176470588,725.0,4.738562091503268,3.19313,3.15863,15,50.04999923706055,9,AL,Max Fried,608331,13743,13743
TOR,Blue Jays,9,7,25,25,0,0,,138.0,580,112,57,53,14,167,56,,4,3.43887,1.21331,10.9036,3.62109,3.01114,0.939012,0.28873,0.0958872,0.19284305721521378,,0.215556,0.28885,0.747737,3.36985,711.8,5.1579710144927535,662.0,4.797101449275362,3.1696,2.75747,15,74.7699966430664,14,AL,Dylan Cease,656302,18525,18525
PHI,Phillies,10,8,26,26,0,0,,151.0,628,133,67,62,18,169,47,,4,3.66473,1.19226,10.0519,2.82572,3.55728,1.10011,0.268559,0.0754955,0.19306308776140213,,0.230144,0.293369,0.73418,3.51796,735.2,4.868874172185431,706.0,4.675496688741722,3.15288,2.98535,15,70.58999633789062,26,NL,Jesús Luzardo,666200,19959,19959
TEX,Rangers,9,7,23,23,0,0,,132.0,536,110,54,50,17,151,32,,3,3.42806,1.07637,10.3121,2.16825,4.75595,1.18948,0.28245,0.0593887,0.22306117042899132,,0.220173,0.279464,0.745112,3.34799,678.7000000000002,5.1416666666666675,636.0,4.818181818181818,3.05209,2.74546,14,50.0099983215332,13,AL,Jacob deGrom,594798,10954,10954
ATL,Braves,9,6,22,22,0,0,,130.0,534,111,52,48,14,156,36,,8,3.29573,1.12982,10.7943,2.48003,4.35248,0.981225,0.292008,0.0670899,0.22491779923439026,,0.226765,0.303093,0.748845,3.17418,681.1999999999999,5.239999999999999,648.0,4.984615384615385,2.96908,3.09468,13,39.36000061035156,16,NL,Chris Sale,519242,10603,10603
TBR,Rays,9,7,22,22,0,0,,125.0,516,107,51,47,14,135,40,,3,3.37491,1.17871,9.73672,2.88546,3.37441,0.974907,0.261624,0.0775319,0.18409236520528793,,0.22628,0.288152,0.750413,3.40842,615.5999999999999,4.924799999999999,584.0,4.672,2.90228,2.70318,13,182.99000549316406,12,AL,Shane McClanahan,663556,21483,21483
LAD,Dodgers,9,6,21,21,0,0,,125.0,511,106,53,48,13,131,36,,4,3.47521,1.13204,9.41077,2.58407,3.64184,0.96687,0.255836,0.0702491,0.18558668345212936,,0.224226,0.282014,0.723855,3.39742,631.5,5.052,598.0,4.784,2.86511,2.63017,12,26.639999389648438,22,NL,Yoshinobu Yamamoto,808967,33825,33825
BOS,Red Sox,9,7,23,23,0,0,,137.0,580,135,61,56,13,121,41,,4,3.66924,1.28791,7.97157,2.71641,2.9346,0.873387,0.208869,0.0711747,0.1376943588256836,,0.252122,0.303597,0.731774,3.61357,609.9000000000002,4.45182481751825,623.0,4.547445255474453,2.75232,2.65485,13,183.97999572753906,3,AL,Ranger Suarez,624133,17277,17277
DET,Tigers,10,8,25,25,0,0,,152.0,642,142,67,61,12,135,53,,7,3.59984,1.28093,7.97273,3.12414,2.55197,0.729425,0.209937,0.0822648,0.1276727020740509,,0.243961,0.298087,0.721414,3.59287,698.0,4.592105263157895,694.0,4.565789473684211,2.7341,2.6741,15,81.13999938964844,6,AL,Framber Valdez,664285,17295,17295
MIN,Twins,9,8,23,23,0,0,,132.0,542,116,59,55,18,143,33,,7,3.76138,1.12813,9.75434,2.22012,4.39361,1.21768,0.26368,0.0600144,0.20366522297263145,,0.231305,0.287905,0.722114,3.62509,619.8000000000002,4.695454545454547,592.0,4.484848484848484,2.65731,2.31113,13,78.52999877929688,8,AL,Joe Ryan,657746,21390,21390
LAA,Angels,9,9,25,25,0,0,,142.0,606,127,65,59,11,141,63,,8,3.76138,1.34175,8.93043,3.97929,2.24423,0.698477,0.231933,0.103347,0.1285865604877472,,0.237934,0.303205,0.716089,3.65157,654.3,4.607746478873239,636.0,4.47887323943662,2.6367,2.40134,14,321.80999755859375,1,AL,José Soriano,667755,22100,22100
SEA,Mariners,10,8,25,25,0,0,,141.0,583,134,62,57,16,134,29,,6,3.64697,1.15168,8.53008,1.85835,4.59015,1.03914,0.22958,0.0500159,0.17956442013382912,,0.243608,0.294572,0.717909,3.48557,661.2000000000002,4.689361702127661,660.0,4.680851063829787,2.55171,2.00184,14,64.58000183105469,11,AL,George Kirby,669923,25436,25436
TOR,Blue Jays,9,8,25,25,0,0,,145.0,609,137,67,62,19,143,42,,3,3.86782,1.2347,8.87113,2.61465,3.39285,1.17207,0.234195,0.0690261,0.1651693731546402,,0.242039,0.292258,0.731397,3.78022,634.0999999999999,4.373103448275861,629.0,4.337931034482758,2.54728,2.12967,14,112.94999694824219,14,AL,Kevin Gausman,592332,14107,14107
KCR,Royals,8,8,23,23,0,0,,127.0,537,106,59,54,16,159,52,,3,3.84883,1.24682,11.2203,3.69214,3.03898,1.13312,0.295637,0.0972817,0.19835544377565384,,0.221353,0.29528,0.731163,3.59127,620.4000000000002,4.885039370078742,580.0,4.566929133858268,2.5385,2.14917,12,48.15999984741211,7,AL,Cole Ragans,666142,21846,21846
SEA,Mariners,9,7,25,25,0,0,,147.0,598,131,65,60,19,142,32,,7,3.66353,1.1066,8.71078,1.93756,4.49576,1.1781,0.237318,0.0527871,0.18453096598386765,,0.233451,0.279643,0.721664,3.68209,680.4999999999999,4.629251700680271,655.0,4.45578231292517,2.51133,2.04976,14,34.77000045776367,11,AL,Bryan Woo,693433,30279,30279
PHI,Phillies,9,9,25,25,0,0,,143.0,600,136,71,66,21,142,39,,4,4.15695,1.23319,8.98932,2.49066,3.60921,1.30524,0.237503,0.0658048,0.17169862985610962,,0.24521,0.294346,0.711091,3.93768,601.3000000000001,4.2048951048951055,597.0,4.174825174825175,2.44373,2.04185,13,205.52999877929688,26,NL,Aaron Nola,605400,16149,16149
SEA,Mariners,8,6,23,23,0,0,,131.0,534,113,54,50,16,140,32,,5,3.45586,1.10801,9.65913,2.20088,4.38876,1.1268,0.263038,0.0599345,0.20310347899794579,,0.227379,0.284053,0.741498,3.4643,647.8000000000002,4.945038167938932,616.0,4.702290076335878,2.433,2.27528,13,37.150001525878906,11,AL,Logan Gilbert,669302,22250,22250
TBR,Rays,8,7,25,25,0,0,,129.0,533,119,57,52,15,119,33,,4,3.66979,1.18155,8.33364,2.32385,3.58614,1.04732,0.223526,0.0623307,0.16119569912552834,,0.239576,0.287001,0.724037,3.66126,587.6999999999999,4.5558139534883715,577.0,4.4728682170542635,2.40087,2.30963,14,132.36000061035156,12,AL,Drew Rasmussen,656876,25385,25385
TEX,Rangers,8,8,25,25,0,0,,135.0,573,117,64,59,16,156,55,,6,3.92879,1.27386,10.3865,3.65632,2.8407,1.05477,0.271939,0.0957297,0.17620954662561417,,0.228853,0.297798,0.721778,3.70864,627.0,4.644444444444445,596.0,4.4148148148148145,2.38787,1.84869,13,164.82000732421875,13,AL,MacKenzie Gore,669022,22201,22201
LAD,Dodgers,7,4,20,20,0,0,,102.0,416,79,40,37,11,121,36,,6,3.28343,1.12194,10.6921,3.15459,3.38937,1.00955,0.29062,0.0857446,0.2048751264810562,,0.209624,0.277013,0.751825,3.44073,530.1,5.197058823529412,483.0,4.735294117647059,2.3868,2.50048,12,1.2699999809265137,22,NL,Shohei Ohtani,660271,19755,19755
LAD,Dodgers,7,4,20,20,0,0,,110.0,454,89,48,44,13,132,41,,2,3.5982,1.18731,10.8579,3.40295,3.19073,1.0768,0.291116,0.0912378,0.19987774640321732,,0.215915,0.284741,0.737951,3.46681,557.7,5.07,516.0,4.6909090909090905,2.38608,2.1631,11,113.73999786376953,22,NL,Tyler Glasnow,607192,14374,14374
BOS,Red Sox,8,7,22,22,0,0,,124.0,525,122,58,53,15,124,34,,4,3.85725,1.25448,8.98072,2.48665,3.61157,1.06987,0.23633,0.0654367,0.17089291661977768,,0.250002,0.307339,0.724669,3.61363,549.8999999999999,4.434677419354838,559.0,4.508064516129032,2.36691,2.1102,12,138.08999633789062,3,AL,Sonny Gray,543243,12768,12768
MIA,Marlins,8,10,25,25,0,0,,153.0,648,150,77,71,17,124,46,,6,4.18653,1.28614,7.3099,2.73783,2.66996,0.98693,0.191632,0.0717733,0.11985873430967331,,0.252023,0.293266,0.689643,3.96279,625.1,4.08562091503268,636.0,4.1568627450980395,2.22858,2.0131,13,144.57000732421875,20,NL,Sandy Alcantara,645261,18684,18684
CIN,Reds,6,6,18,25,0,1,,100.0,416,88,46,42,13,116,32,,2,3.77738,1.1948,10.4655,2.87231,3.64359,1.20034,0.279715,0.0767689,0.20294581353664398,,0.229123,0.293908,0.73386,3.54965,485.3,4.853,465.0,4.65,2.21317,1.84942,9,109.72000122070312,18,NL,Chase Burns,695505,35333,35333
NYM,Mets,9,8,25,25,0,0,,135.0,570,114,62,58,17,148,53,,6,3.83804,1.23787,9.8895,3.54989,2.78586,1.14231,0.260394,0.09347,0.16692440956830978,,0.223148,0.280549,0.732176,3.90796,612.5,4.537037037037037,573.0,4.2444444444444445,2.21015,2.06352,13,56.36000061035156,25,NL,Freddy Peralta,642547,18679,18679
NYM,Mets,9,7,23,23,0,0,,135.0,570,118,60,54,14,140,53,,9,3.63909,1.26509,9.33441,3.51048,2.65901,0.90258,0.244917,0.0921083,0.15280847251415253,,0.231646,0.293463,0.731548,3.73637,614.0,4.548148148148148,587.0,4.348148148148148,2.20703,2.28011,13,87.29000091552734,25,NL,Nolan McLean,690997,33703,33703
BAL,Orioles,7,6,22,22,0,0,,116.0,491,104,52,48,12,121,42,,5,3.73105,1.25742,9.34806,3.26388,2.8641,0.963493,0.246343,0.0860106,0.16033221036195755,,0.234746,0.295476,0.728298,3.66374,541.4000000000001,4.6672413793103456,525.0,4.525862068965517,2.20522,1.89013,12,72.95999908447266,2,AL,Kyle Bradish,680694,24586,24586
SDP,Padres,3,1,0,55,27,1,,55.0,215,31,14,13,4,92,20,,2,2.11394,0.925598,15.0753,3.29561,4.57436,0.702452,0.427988,0.0935624,0.3344256803393364,,0.159128,0.273124,0.818739,1.99432,534.1999999999999,9.712727272727271,480.0,8.727272727272727,2.19445,2.29588,0,27.860000610351562,29,NL,Mason Miller,695243,31757,31757
LAD,Dodgers,8,5,20,20,0,0,,111.0,472,90,48,44,12,137,53,,3,3.54554,1.2822,11.093,4.27794,2.59307,1.005,0.290883,0.112177,0.1787061169743538,,0.216118,0.290971,0.75796,3.63304,545.8000000000001,4.917117117117118,505.0,4.54954954954955,2.14951,2.2418,12,178.41000366210938,22,NL,Blake Snell,605483,13543,13543
TEX,Rangers,9,8,23,23,0,0,,137.0,570,128,65,60,18,129,37,,6,3.91811,1.20698,8.51064,2.41874,3.51863,1.19272,0.22699,0.0645108,0.16247902810573578,,0.243316,0.290045,0.717618,3.89651,588.6000000000001,4.296350364963505,580.0,4.233576642335766,2.13436,1.87061,12,132.50999450683594,13,AL,Nathan Eovaldi,543135,9132,9132
HOU,Astros,7,4,17,17,0,0,,97.0,402,81,38,35,9,107,34,,4,3.28153,1.19209,10.0013,3.17567,3.14936,0.869444,0.267349,0.0848898,0.18245893716812134,,0.222796,0.290207,0.751718,3.33775,496.5,5.118556701030927,468.0,4.824742268041237,2.13,2.24744,10,36.189998626708984,21,AL,Hunter Brown,686613,25880,25880
KCR,Royals,8,7,21,30,0,1,,125.0,533,117,57,53,13,125,48,,4,3.80596,1.31631,9.01624,3.43355,2.62592,0.91384,0.23488,0.0894469,0.14543353766202927,,0.242718,0.30322,0.730027,3.6928,558.9000000000001,4.4712000000000005,554.0,4.432,2.11314,2.0218,11,190.69000244140625,7,AL,Kris Bubic,663460,21455,21455
ATL,Braves,8,7,22,22,0,0,,128.0,539,109,58,54,16,150,50,,6,3.79217,1.24171,10.5752,3.5072,3.01527,1.138,0.279302,0.0926291,0.18667306005954742,,0.225842,0.293616,0.741265,3.73189,599.0000000000001,4.679687500000001,564.0,4.40625,2.10929,2.30336,12,124.86000061035156,16,NL,Spencer Strider,675911,27498,27498
CHC,Cubs,9,7,23,23,0,0,,131.0,548,121,60,55,16,123,39,,5,3.80793,1.22296,8.45409,2.69718,3.13442,1.12865,0.224319,0.0715665,0.15275288373231888,,0.239983,0.286745,0.72988,3.90753,572.0000000000001,4.366412213740459,561.0,4.282442748091603,2.0701,2.16516,13,212.75999450683594,17,NL,Matthew Boyd,571510,15440,15440
SDP,Padres,8,7,24,24,0,0,,131.0,557,116,60,55,17,138,51,,7,3.79483,1.27965,9.52549,3.51205,2.71223,1.14132,0.248725,0.0917053,0.1570201888680458,,0.23343,0.290514,0.746191,4.00194,560.7,4.280152671755726,536.0,4.091603053435114,2.06256,2.03616,13,129.55999755859375,29,NL,Michael King,650633,19853,19853
MIL,Brewers,8,7,22,29,0,1,,126.0,533,100,57,53,15,156,58,,10,3.75997,1.24741,11.118,4.12513,2.69518,1.06084,0.292502,0.108528,0.18397407978773117,,0.213873,0.287299,0.734335,3.79846,599.9000000000001,4.761111111111112,547.0,4.341269841269841,2.02916,2.1366,11,114.13999938964844,23,NL,Jacob Misiorowski,694819,31623,31623
CIN,Reds,8,8,22,22,0,0,,126.0,534,119,61,56,18,129,38,,10,4.01253,1.24077,9.20948,2.70179,3.40866,1.25,0.241493,0.070847,0.17064622044563293,,0.244021,0.297767,0.726603,4.04254,515.6000000000001,4.0920634920634935,510.0,4.0476190476190474,1.99297,2.14121,12,127.94999694824219,18,NL,Nick Lodolo,666157,26378,26378
PIT,Pirates,8,9,25,25,0,0,,139.0,597,139,69,64,16,121,44,,8,4.14055,1.31486,7.7789,2.83972,2.73932,1.04235,0.201836,0.0736812,0.12815524637699127,,0.255538,0.301483,0.708825,4.02678,556.4000000000002,4.002877697841728,573.0,4.122302158273381,1.96649,1.975,13,518.6300048828125,27,NL,Mitch Keller,656605,17594,17594
NYY,Yankees,8,6,20,20,0,0,,105.0,442,93,47,43,12,109,37,,4,3.69901,1.22959,9.35312,3.14101,2.97775,1.01727,0.247649,0.0831667,0.16448267549276352,,0.231315,0.289142,0.730661,3.69461,482.59999999999997,4.5961904761904755,464.0,4.419047619047619,1.96339,1.67653,11,116.62999725341797,9,AL,Cam Schlittler,693645,32095,32095
CLE,Guardians,8,9,25,25,0,0,,142.0,599,133,67,62,19,132,44,,6,3.94877,1.25552,8.408,2.82413,2.9772,1.19437,0.221024,0.074239,0.14678535610437393,,0.243194,0.288379,0.729856,4.05527,585.3,4.1218309859154925,577.0,4.063380281690141,1.958,1.9303,13,188.6300048828125,5,AL,Tanner Bibee,676440,30134,30134
CHC,Cubs,8,7,23,23,0,0,,134.0,555,125,63,59,22,128,31,,4,3.91596,1.16452,8.53721,2.09317,4.07861,1.4479,0.229607,0.0562955,0.17331190779805183,,0.240648,0.279049,0.740746,4.1054,546.9999999999999,4.082089552238805,535.0,3.9925373134328357,1.95583,2.03837,12,157.92999267578125,17,NL,Shota Imanaga,684007,33829,33829
CIN,Reds,7,8,23,23,0,0,,130.0,560,130,68,64,19,115,43,,3,4.38688,1.32561,7.93253,2.99058,2.65251,1.32385,0.205409,0.0774394,0.1279694139957428,,0.25249,0.291239,0.715947,4.35504,482.29999999999995,3.7099999999999995,495.0,3.8076923076923075,1.92697,1.69788,11,221.92999267578125,18,NL,Andrew Abbott,671096,29911,29911
PIT,Pirates,7,7,19,34,0,1,,120.0,510,116,55,50,12,114,39,,5,3.75176,1.28177,8.48802,2.90439,2.92247,0.925265,0.222665,0.0761907,0.14647461473941803,,0.247818,0.303194,0.728241,3.68202,538.8,4.489999999999999,544.0,4.533333333333333,1.92357,2.01822,9,239.36000061035156,27,NL,Braxton Ashcraft,677952,23793,23793
LAA,Angels,6,7,19,27,0,1,,115.0,484,102,56,52,14,125,42,,6,4.05971,1.25312,9.80294,3.26458,3.00282,1.10553,0.258343,0.0860334,0.17230919003486633,,0.234335,0.296628,0.707749,3.80312,523.5999999999999,4.553043478260869,503.0,4.373913043478261,1.89465,1.49092,9,350.4599914550781,1,AL,Reid Detmers,672282,27468,27468
NYY,Yankees,9,8,23,23,0,0,,137.0,587,122,66,61,19,149,54,,6,4.01641,1.27641,9.73647,3.50719,2.77615,1.246,0.252932,0.091109,0.1618228629231453,,0.230843,0.285498,0.736772,4.07909,580.9000000000001,4.240145985401461,556.0,4.0583941605839415,1.86324,1.66644,12,202.3000030517578,9,AL,Carlos Rodón,607074,16137,16137
NYY,Yankees,8,7,22,22,0,0,,131.0,554,122,63,59,19,130,41,,5,4.0454,1.24559,8.92545,2.80644,3.18035,1.32,0.234045,0.073591,0.16045412421226501,,0.240166,0.286258,0.73318,4.10626,540.5,4.125954198473282,530.0,4.0458015267175576,1.79604,1.60637,12,232.89999389648438,9,AL,Gerrit Cole,543037,13125,13125
LAA,Angels,6,8,23,23,0,0,,124.0,533,120,63,58,17,127,48,,4,4.21302,1.35683,9.20702,3.4826,2.64372,1.25629,0.237643,0.0898897,0.14775362610816956,,0.249446,0.304635,0.732405,4.15382,494.4999999999999,3.9879032258064506,497.0,4.008064516129032,1.79488,1.44659,11,506.57000732421875,1,AL,Yusei Kikuchi,579328,20633,20633
CLE,Guardians,8,8,25,25,0,0,,138.0,586,120,63,58,17,148,60,,5,3.81161,1.30769,9.6606,3.94473,2.44899,1.09864,0.251831,0.102831,0.1490001082420349,,0.22954,0.288312,0.746181,3.99993,601.1,4.355797101449276,570.0,4.130434782608695,1.79011,2.09844,14,144.74000549316406,5,AL,Gavin Williams,668909,30122,30122
KCR,Royals,8,9,23,23,0,0,,134.0,575,134,70,65,18,110,43,,4,4.37382,1.31488,7.35585,2.86017,2.57182,1.20444,0.191238,0.0743591,0.11687910556793213,,0.25402,0.290261,0.701556,4.28608,500.79999999999995,3.7373134328358204,515.0,3.843283582089552,1.7845,1.47681,11,609.2899780273438,7,AL,Michael Wacha,608379,14078,14078
BAL,Orioles,7,7,22,22,0,0,,120.0,513,117,59,55,14,104,40,,4,4.10366,1.31001,7.77381,3.01498,2.57839,1.07403,0.202552,0.0785575,0.12399467825889587,,0.250478,0.294096,0.713695,4.07432,487.59999999999997,4.0633333333333335,494.0,4.116666666666666,1.78301,1.40178,11,146.07000732421875,2,AL,Trevor Rogers,669432,22286,22286
LAD,Dodgers,7,5,18,33,0,1,,108.0,450,91,52,48,15,123,38,,5,3.97996,1.20124,10.2901,3.19173,3.224,1.24518,0.273987,0.0849836,0.18900331109762192,,0.224476,0.284465,0.71811,3.85169,499.1,4.621296296296297,466.0,4.314814814814815,1.76995,1.35961,8,111.20999908447266,22,NL,Emmet Sheehan,686218,29839,29839
MIL,Brewers,6,5,18,18,0,0,,95.0,395,86,45,41,14,98,26,,4,3.92049,1.17909,9.26597,2.48942,3.72214,1.28481,0.247972,0.0666209,0.1813514679670334,,0.235339,0.285341,0.724919,3.88301,413.19999999999993,4.349473684210525,399.0,4.2,1.73565,1.45234,9,143.82000732421875,23,NL,Brandon Woodruff,605540,16162,16162
CHW,White Sox,4,3,3,66,4,11,,75.0,311,62,29,26,6,87,27,,1,3.1865,1.19085,10.5128,3.22008,3.26476,0.758667,0.281278,0.0861557,0.19512225687503815,,0.220504,0.29647,0.749977,3.01921,474.00000000000006,6.320000000000001,451.0,6.013333333333334,1.72972,1.59008,1,506.67999267578125,4,AL,Grant Taylor,691799,33927,33927
NYM,Mets,8,8,22,22,0,0,,123.0,533,123,59,54,11,101,47,,7,3.93884,1.38201,7.40428,3.42896,2.15934,0.782538,0.18989,0.0879388,0.10195070505142212,,0.256942,0.306094,0.7166,3.92997,495.1000000000001,4.025203252032521,512.0,4.162601626016261,1.69685,1.61044,12,330.6300048828125,25,NL,Clay Holmes,605280,13649,13649
TBR,Rays,8,8,21,29,0,1,,130.0,555,133,66,61,16,98,37,,4,4.21444,1.31494,6.79646,2.59603,2.61802,1.08066,0.176528,0.067428,0.10909979045391083,,0.259519,0.29428,0.705424,4.15328,496.40000000000003,3.8184615384615386,519.0,3.9923076923076923,1.69534,1.33986,10,738.3400268554688,12,AL,Nick Martinez,607259,12730,12730
TBR,Rays,6,7,21,27,0,1,,119.0,509,119,60,55,16,107,37,,4,4.18668,1.30823,8.05599,2.77588,2.90214,1.23326,0.209839,0.0723048,0.13753385096788406,,0.254897,0.298513,0.720322,4.15626,469.4,3.94453781512605,482.0,4.050420168067227,1.68843,1.2799,10,712.989990234375,12,AL,Steven Matz,571927,13361,13361
MIA,Marlins,6,7,22,22,0,0,,109.0,462,95,55,51,15,118,41,,4,4.18719,1.2475,9.70333,3.38202,2.86909,1.2594,0.2552,0.088948,0.16625192016363144,,0.22858,0.28194,0.710366,4.03124,476.0999999999999,4.36788990825688,451.0,4.137614678899083,1.67604,1.4188,11,78.6500015258789,20,NL,Eury Pérez,691587,27768,27768
DET,Tigers,7,7,21,21,0,0,,108.0,457,104,52,48,13,100,33,,4,3.98526,1.27353,8.32659,2.7428,3.03581,1.12693,0.218176,0.0718675,0.14630825072526932,,0.248421,0.296055,0.722497,3.93492,457.9000000000001,4.239814814814816,460.0,4.2592592592592595,1.67581,1.43145,11,289.6499938964844,6,AL,Casey Mize,663554,20492,20492
MIN,Twins,6,7,22,22,0,0,,123.0,518,121,63,59,19,108,32,,5,4.30512,1.24473,7.92847,2.33669,3.39304,1.40124,0.208421,0.0614259,0.14699483290314674,,0.250954,0.287113,0.711376,4.30128,466.9,3.7959349593495935,473.0,3.845528455284553,1.66406,1.31712,11,494.3399963378906,8,AL,Bailey Ober,641927,21224,21224
ATH,Athletics,8,9,23,23,0,0,,131.0,561,130,70,65,20,114,44,,4,4.45008,1.32943,7.88195,3.01353,2.61552,1.3803,0.203724,0.0778902,0.12583353370428085,,0.252636,0.289307,0.715191,4.46322,469.4000000000001,3.5832061068702297,479.0,3.6564885496183206,1.65611,1.30349,11,722.25,10,AL,Jeffrey Springs,605488,17677,17677
DET,Tigers,7,8,23,23,0,0,,122.0,530,111,63,58,17,134,52,,7,4.26812,1.33775,9.87127,3.83983,2.57076,1.2155,0.253269,0.0985191,0.1547495350241661,,0.236668,0.296446,0.717662,4.14003,496.10000000000014,4.066393442622952,480.0,3.9344262295081966,1.65604,1.17422,11,209.0,6,AL,Jack Flaherty,656427,17479,17479
KCR,Royals,7,8,23,23,0,0,,137.0,590,138,70,65,18,116,46,,5,4.26763,1.34279,7.63859,3.01493,2.53359,1.20102,0.196953,0.0777368,0.11921646445989609,,0.255865,0.295728,0.718317,4.28404,512.6000000000001,3.741605839416059,530.0,3.8686131386861313,1.64112,1.66914,12,493.1000061035156,7,AL,Seth Lugo,607625,12447,12447
CIN,Reds,8,10,25,25,0,0,,134.0,579,136,74,69,20,120,44,,8,4.61469,1.34051,8.06232,2.96682,2.7175,1.33703,0.207596,0.0763924,0.1312038078904152,,0.257583,0.299406,0.694062,4.44706,475.9999999999999,3.5522388059701484,494.0,3.6865671641791047,1.63211,1.3735,11,388.25,18,NL,Brady Singer,663903,25377,25377
WSN,Nationals,6,7,21,27,0,1,,124.0,525,123,63,58,16,111,37,,6,4.20006,1.29309,8.10463,2.706,2.99506,1.16608,0.212098,0.070816,0.14128226041793823,,0.254647,0.300944,0.707057,4.06393,497.99999999999994,4.016129032258064,509.0,4.104838709677419,1.62836,1.37974,10,999.0,24,NL,Foster Griffin,656492,16432,16432
CLE,Guardians,7,6,21,21,0,0,,111.0,473,105,51,47,13,106,39,,6,3.81044,1.28616,8.58718,3.1192,2.75301,1.05601,0.224581,0.0815766,0.14300443977117538,,0.244078,0.295981,0.735733,3.94915,465.5000000000001,4.193693693693695,463.0,4.171171171171171,1.6083,1.65435,11,294.17999267578125,5,AL,Parker Messick,800048,31986,31986
ATH,Athletics,7,8,23,23,0,0,,135.0,585,134,73,67,17,116,50,,9,4.48393,1.35774,7.68359,3.31293,2.31928,1.15935,0.197716,0.0852492,0.1124672219157219,,0.254638,0.296436,0.69559,4.3968,496.5,3.6777777777777776,509.0,3.77037037037037,1.59103,1.25787,11,642.52001953125,10,AL,Luis Severino,622663,15890,15890
MIN,Twins,6,7,21,21,0,0,,112.0,480,106,57,53,15,109,41,,4,4.22911,1.31316,8.75592,3.30351,2.65049,1.18517,0.227649,0.0858895,0.14175990968942642,,0.244241,0.294112,0.713766,4.10108,451.70000000000016,4.033035714285716,448.0,4.0,1.58085,1.23642,10,492.4599914550781,8,AL,Taj Bradley,671737,22543,22543
ARI,Diamondbacks,9,8,25,25,0,0,,143.0,611,140,70,65,17,127,47,,5,4.09501,1.30815,8.00105,2.97633,2.68823,1.09699,0.207932,0.0773493,0.13058320432901382,,0.24984,0.294878,0.716735,4.03112,583.1,4.077622377622378,592.0,4.13986013986014,1.58067,2.05797,13,222.69000244140625,15,NL,Zac Gallen,668678,19291,19291
BAL,Orioles,8,8,23,23,0,0,,130.0,553,122,66,61,17,125,47,,7,4.26739,1.3066,8.66149,3.2697,2.64902,1.19622,0.225554,0.0851461,0.1404074802994728,,0.244929,0.294043,0.708675,4.18463,523.7,4.0284615384615385,517.0,3.976923076923077,1.57963,1.30282,11,186.92999267578125,2,AL,Shane Baz,669358,22264,22264
