Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,Player,xMLBAMID,playerids,playerid
KCR,Royals,2,2,0,49,2,10,,49.0,210,49,25,23,6,41,16,,2,4.20701,1.34164,7.5308,3.02912,2.48613,1.14542,0.194708,0.0783177,0.11639028787612915,,0.256652,0.297353,0.717907,4.26036,239.4,4.885714285714286,245.0,5.0,0.0859012,0.108582,0,999.0,7,AL,Daniel Lynch IV,663738,21537,21537
CIN,Reds,2,2,0,39,0,3,,39.0,166,36,18,17,4,38,17,,2,3.94844,1.37481,8.85926,4.05714,2.18362,0.997,0.228372,0.104584,0.1237880066037178,,0.243008,0.300391,0.736256,4.13035,176.80000000000004,4.533333333333334,174.0,4.461538461538462,0.083038,0.154227,0,999.0,18,NL,Caleb Ferguson,657571,19349,19349
ATH,Athletics,1,2,3,15,0,1,,28.0,119,29,15,14,4,21,9,,1,4.72014,1.38441,6.91776,3.03957,2.2759,1.391,0.177382,0.0779393,0.09944303333759308,,0.264953,0.294699,0.704902,4.7555,98.6,3.5214285714285714,104.0,3.7142857142857144,0.0822614,0.140422,1,999.0,10,AL,Gunnar Hoglund,680684,31318,31318
WSN,Nationals,1,1,1,17,0,1,,23.0,98,23,12,11,3,19,6,,1,4.27624,1.30141,7.50121,2.48729,3.01582,1.299,0.194554,0.0645112,0.13004262745380402,,0.258091,0.294175,0.720051,4.28164,94.50000000000001,4.108695652173914,97.0,4.217391304347826,0.0804099,0.0429874,0,999.0,24,NL,Trevor Williams,592866,16977,16977
DET,Tigers,2,2,0,40,0,3,,40.0,170,42,19,17,4,29,11,,2,3.92108,1.32594,6.63986,2.53998,2.61414,0.880706,0.172502,0.0659878,0.10651379078626633,,0.263973,0.303329,0.714908,3.90055,168.60000000000002,4.215000000000001,179.0,4.475,0.0803136,0.0546695,0,999.0,6,AL,Brenan Hanifee,669724,22304,22304
LAD,Dodgers,2,1,0,30,0,1,,30.0,127,26,13,12,4,34,11,,1,3.52327,1.2135,10.0899,3.18529,3.16766,1.043,0.268392,0.0847287,0.18366331607103348,,0.227251,0.292157,0.751018,3.58332,141.20000000000002,4.706666666666667,134.0,4.466666666666667,0.0801101,0.0635939,0,999.0,22,NL,Evan Phillips,623465,17734,17734
LAD,Dodgers,2,1,0,34,0,1,,34.0,143,32,15,14,3,31,12,,1,3.61772,1.30131,8.18982,3.16439,2.58812,0.891,0.215119,0.0831179,0.1320009008049965,,0.247455,0.300717,0.739065,3.77877,158.5,4.661764705882353,158.0,4.647058823529412,0.0793784,0.0632791,0,999.0,22,NL,Brusdar Graterol,660813,20367,20367
SFG,Giants,2,2,0,34,0,1,,34.0,142,30,14,13,3,35,13,,1,3.3455,1.26454,9.3036,3.34194,2.78389,0.758,0.245408,0.0881529,0.15725520998239517,,0.234905,0.301357,0.745407,3.39209,168.70000000000002,4.961764705882353,163.0,4.794117647058823,0.0792685,0.0712031,0,999.0,30,NL,Sam Hentges,656529,18548,18548
CHC,Cubs,2,2,3,31,0,1,,43.0,185,42,22,20,5,34,16,,2,4.25006,1.36876,7.20395,3.43569,2.0968,1.13904,0.185229,0.0883388,0.09689014405012131,,0.252924,0.289188,0.719081,4.43634,165.5,3.8488372093023258,168.0,3.9069767441860463,0.0774317,0.147556,1,999.0,17,NL,Javier Assad,665871,21741,21741
SFG,Giants,2,2,0,46,0,10,,46.0,199,46,22,20,5,38,18,,1,3.98606,1.39167,7.56209,3.50535,2.1573,0.888102,0.193052,0.0894879,0.10356441885232925,,0.254637,0.301487,0.725471,3.98732,218.30000000000004,4.745652173913045,224.0,4.869565217391305,0.0755951,0.0998504,0,999.0,30,NL,Matt Gage,657424,17381,17381
PHI,Phillies,2,2,0,42,0,6,,42.0,176,39,20,18,5,40,13,,1,3.92118,1.26171,8.59325,2.9002,2.96298,1.12042,0.225775,0.0761987,0.14957653731107712,,0.242505,0.291614,0.725976,3.90898,209.9,4.997619047619048,207.0,4.928571428571429,0.0752855,0.0435195,0,999.0,26,NL,Tanner Banks,621383,16990,16990
TOR,Blue Jays,2,2,0,39,2,0,,39.0,162,32,17,15,4,43,15,,2,3.58173,1.22399,10.1406,3.43609,2.9512,1.035,0.268387,0.0909416,0.17744562029838562,,0.22351,0.287848,0.747015,3.66692,201.20000000000005,5.15897435897436,188.0,4.82051282051282,0.0747036,0.0510572,0,999.0,14,AL,Yimi García,554340,12095,12095
LAD,Dodgers,2,2,0,43,0,9,,43.0,189,39,23,22,5,45,22,,3,4.47207,1.41196,9.41845,4.61929,2.03894,1.13826,0.239422,0.117425,0.12199728190898895,,0.237758,0.296219,0.707751,4.45923,206.29999999999998,4.797674418604651,201.0,4.674418604651163,0.0745595,-0.0347913,0,999.0,22,NL,Edgardo Henriquez,683618,26944,26944
LAD,Dodgers,0,0,1,1,0,0,,7.0,32,7,4,4,1,6,3,,0,4.39369,1.35367,7.79611,3.1937,2.44109,1.341,0.201573,0.0825749,0.11899792402982712,,0.255565,0.293746,0.723299,4.50701,24.3,3.4714285714285715,25.0,3.5714285714285716,0.0744763,0.0414478,1,999.0,22,NL,Gavin Stone,694813,27792,27792
SDP,Padres,1,1,1,19,0,1,,25.0,105,24,12,11,4,23,7,,1,4.1479,1.2256,8.19178,2.43954,3.35792,1.452,0.21588,0.0642897,0.15159016847610474,,0.245204,0.281148,0.735353,4.38218,99.4,3.9760000000000004,99.0,3.96,0.0743158,0.0181288,0,999.0,29,NL,JP Sears,676664,23429,23429
MIL,Brewers,2,1,0,32,0,1,,32.0,137,29,14,13,3,33,12,,1,3.59902,1.2649,9.28792,3.32785,2.79097,0.910564,0.244009,0.0874279,0.15658071637153625,,0.234632,0.296045,0.738777,3.62916,155.5,4.859375,152.0,4.75,0.0732756,0.0591232,0,748.489990234375,23,NL,Jared Koenig,657649,27517,27517
NYY,Yankees,3,3,0,52,1,14,,52.0,226,57,26,24,5,29,15,,2,4.12865,1.38813,5.05943,2.63086,1.92311,0.868127,0.130025,0.0676119,0.06241323798894882,,0.2744,0.299668,0.706867,4.25467,243.10000000000002,4.675000000000001,263.0,5.0576923076923075,0.0732126,0.0399818,0,999.0,9,AL,Tim Hill,657612,16814,16814
MIN,Twins,1,2,1,22,0,1,,28.0,121,28,14,13,4,25,10,,2,4.32271,1.34496,7.89626,3.25433,2.42638,1.185,0.202772,0.0835696,0.11920227855443954,,0.251766,0.29401,0.714753,4.35496,103.20000000000006,3.6857142857142877,106.0,3.7857142857142856,0.0729665,0.0132189,0,999.0,8,AL,John Klein,804619,sa3020405,sa3020405
ARI,Diamondbacks,1,1,0,19,0,1,,19.0,79,14,7,6,1,24,10,,1,3.12888,1.33015,11.4447,5.01134,2.28376,0.593,0.299214,0.131019,0.16819582879543304,,0.212186,0.30664,0.763396,3.26431,110.89999999999998,5.836842105263156,101.0,5.315789473684211,0.0728108,0.0790933,0,999.0,15,NL,Justin Martinez,679885,24453,24453
CLE,Guardians,2,3,0,45,0,9,,45.0,190,41,23,21,6,43,16,,3,4.22987,1.28315,8.77814,3.205,2.73889,1.18595,0.229149,0.083665,0.14548397809267044,,0.241472,0.291095,0.705861,4.14939,217.6,4.835555555555556,212.0,4.711111111111111,0.07206,-0.0319669,0,999.0,5,AL,Matt Festa,670036,19330,19330
NYM,Mets,1,1,1,17,0,1,,23.0,102,22,11,10,3,22,11,,1,3.95409,1.3772,8.4952,4.12944,2.05723,0.981,0.217889,0.105914,0.1119750589132309,,0.24034,0.292379,0.734097,4.19706,88.10000000000001,3.830434782608696,88.0,3.8260869565217392,0.0717226,0.0174967,0,999.0,25,NL,Jonathan Pintaro,702752,33980,33980
BAL,Orioles,0,0,1,1,0,0,,7.0,32,7,4,4,1,6,3,,0,4.27502,1.41912,7.43283,3.69729,2.01035,1.039,0.189535,0.0942796,0.09525521099567413,,0.258803,0.302181,0.717154,4.36806,24.3,3.4714285714285715,25.0,3.5714285714285716,0.071624,0.0261278,1,999.0,2,AL,Trey Gibson,694346,sa3023250,sa3023250
MIN,Twins,1,2,3,17,0,1,,29.0,127,30,16,15,4,22,11,,1,4.66405,1.44276,6.74424,3.45373,1.95274,1.207,0.170326,0.0872242,0.08310212939977646,,0.266482,0.299264,0.705358,4.65635,99.40000000000003,3.427586206896553,105.0,3.6206896551724137,0.0712698,0.0327872,1,999.0,8,AL,Travis Adams,701519,30180,30180
ATL,Braves,1,1,1,17,0,1,,23.0,100,24,12,11,3,19,8,,1,4.21437,1.39402,7.32917,3.28226,2.23297,1.08653,0.186833,0.0836701,0.10316257178783417,,0.260417,0.301108,0.723111,4.29428,85.9,3.7347826086956526,91.0,3.9565217391304346,0.0710061,0.043895,0,999.0,16,NL,Martín Pérez,527048,6902,6902
MIL,Brewers,2,2,0,50,0,10,,50.0,218,44,24,22,6,52,25,,2,4.03808,1.38843,9.34324,4.53326,2.06104,0.99442,0.238727,0.115828,0.12289858609437943,,0.233083,0.29248,0.73082,4.15381,244.79999999999998,4.896,235.0,4.7,0.0698043,0.172151,0,999.0,23,NL,DL Hall,669084,22207,22207
KCR,Royals,3,3,0,51,1,10,,51.0,220,49,27,25,6,44,21,,3,4.3848,1.38244,7.88607,3.66686,2.15064,1.08049,0.201661,0.0937683,0.1078931987285614,,0.250976,0.295977,0.704162,4.32387,237.20000000000002,4.650980392156863,238.0,4.666666666666667,0.0696559,0.00128402,0,999.0,7,AL,John Schreiber,670167,20020,20020
TEX,Rangers,2,2,1,29,0,1,,34.0,146,35,19,18,5,27,11,,2,4.75543,1.33671,7.22459,2.87669,2.51143,1.3008,0.186213,0.0741462,0.1120665892958641,,0.258229,0.291684,0.675312,4.52509,118.10000000000002,3.4735294117647064,124.0,3.6470588235294117,0.0694697,-0.0664553,0,999.0,13,AL,Cal Quantrill,615698,19312,19312
BOS,Red Sox,2,2,0,43,0,6,,43.0,185,39,21,19,4,45,21,,1,4.00545,1.39149,9.5127,4.37343,2.17511,0.83197,0.243118,0.111773,0.1313454657793045,,0.236608,0.303647,0.719971,3.78385,215.6,5.013953488372093,211.0,4.906976744186046,0.06926,0.0264907,0,999.0,3,AL,Jovani Morán,663558,20422,20422
,,2,3,6,6,0,0,,36.0,159,39,22,21,6,25,14,,2,5.26307,1.4897,6.20609,3.50354,1.77138,1.55418,0.155027,0.0875175,0.06750906258821487,,0.274036,0.294205,0.687886,5.29831,93.20000000000002,2.5888888888888895,104.0,2.888888888888889,0.0692234,0.0556727,2,748.25,-1,,Taijuan Walker,592836,11836,11836
MIL,Brewers,3,3,0,51,1,10,,51.0,219,46,25,24,7,52,21,,2,4.15278,1.32746,9.19673,3.73427,2.46279,1.22234,0.238131,0.0966915,0.14143963158130646,,0.238404,0.290904,0.728038,4.24732,251.70000000000007,4.93529411764706,244.0,4.784313725490196,0.0690587,0.181373,0,999.0,23,NL,Grant Anderson,681982,20546,20546
STL,Cardinals,1,1,3,3,0,0,,15.0,65,16,8,7,2,9,5,,1,4.5024,1.4313,5.76134,3.23617,1.78029,1.182,0.146273,0.0821626,0.06411083787679672,,0.269563,0.293477,0.71308,4.76391,44.800000000000004,2.986666666666667,49.0,3.2666666666666666,0.0681706,0.122362,1,999.0,28,NL,Pete Hansen,677337,sa3020798,sa3020798
HOU,Astros,1,2,3,22,0,1,,33.0,145,35,18,17,5,25,12,,2,4.59921,1.41631,6.76563,3.17392,2.13163,1.30241,0.17205,0.0807129,0.09133712202310562,,0.268177,0.299351,0.709593,4.72213,103.70000000000005,3.142424242424244,112.0,3.393939393939394,0.0665351,0.00448733,1,999.0,21,AL,Jason Alexander,669920,19666,19666
CHC,Cubs,2,2,0,49,1,10,,49.0,210,50,25,23,6,38,16,,3,4.1501,1.3347,7.06672,2.86656,2.46523,1.01546,0.182938,0.0742074,0.10873071104288101,,0.259471,0.299288,0.707518,4.15871,222.8,4.546938775510204,231.0,4.714285714285714,0.0658442,0.0301519,0,999.0,17,NL,Hoby Milner,571948,13346,13346
KCR,Royals,1,2,1,24,0,1,,30.0,129,32,16,15,4,23,10,,1,4.53931,1.37989,6.90874,2.90166,2.38096,1.19509,0.177096,0.0743802,0.10271629691123962,,0.266621,0.301615,0.697808,4.43115,106.60000000000001,3.5533333333333337,115.0,3.8333333333333335,0.0649554,0.0159403,0,999.0,7,AL,Mitch Spence,687765,27707,27707
ATL,Braves,2,2,0,45,0,8,,45.0,196,44,23,21,6,43,18,,2,4.17592,1.36011,8.43169,3.58288,2.35333,1.127,0.216788,0.0921198,0.12466847896575928,,0.248135,0.297272,0.726074,4.22298,202.79999999999998,4.506666666666666,205.0,4.555555555555555,0.0629009,0.0460716,0,999.0,16,NL,Hunter Stratton,676702,23455,23455
ARI,Diamondbacks,2,2,0,50,0,11,,50.0,214,52,25,23,6,38,14,,2,4.1566,1.31251,6.90942,2.42484,2.84943,1.16082,0.179558,0.0630154,0.11654287576675415,,0.263505,0.298551,0.717381,4.22771,233.0,4.66,244.0,4.88,0.0618344,0.165914,0,999.0,15,NL,Taylor Clarke,664199,17611,17611
DET,Tigers,1,1,1,11,0,0,,17.0,73,17,9,8,2,15,7,,1,4.37162,1.38197,7.78514,3.63617,2.14103,1.181,0.199128,0.0930057,0.10612235218286514,,0.250571,0.291307,0.717934,4.43437,63.000000000000014,3.7058823529411775,65.0,3.823529411764706,0.0612913,0.0247317,0,999.0,6,AL,Ty Madden,680744,30140,30140
PIT,Pirates,2,2,0,41,0,6,,41.0,179,37,19,17,3,42,19,,3,3.72798,1.36096,9.06765,4.11082,2.2058,0.75141,0.233351,0.10579,0.12756117433309555,,0.23883,0.304536,0.730482,3.8004,212.30000000000007,5.178048780487806,208.0,5.073170731707317,0.0606569,0.0574511,0,999.0,27,NL,Evan Sisk,681895,24995,24995
DET,Tigers,2,2,0,41,0,5,,41.0,175,40,19,17,4,36,12,,3,3.78349,1.25905,7.86917,2.68574,2.92998,0.917254,0.206742,0.0705608,0.1361810266971588,,0.24928,0.298438,0.716821,3.83802,197.20000000000005,4.809756097560976,200.0,4.878048780487805,0.05957,0.0284096,0,999.0,6,AL,Brant Hurter,676428,30133,30133
ARI,Diamondbacks,0,0,1,1,0,0,,7.0,32,8,4,4,1,6,2,,0,4.40472,1.35358,7.16878,2.85753,2.50873,1.207,0.184878,0.0736937,0.11118399351835251,,0.262237,0.298636,0.70955,4.358,24.7,3.5285714285714285,28.0,4.0,0.0591998,0.0440651,1,999.0,15,NL,Mitch Bratt,683352,sa3017719,sa3017719
ATH,Athletics,1,1,1,13,0,1,,19.0,82,18,10,9,2,16,9,,1,4.48109,1.48405,7.74726,4.51718,1.71506,1.081,0.195009,0.113703,0.08130521327257156,,0.254023,0.298752,0.718587,4.61846,75.2,3.9578947368421056,75.0,3.9473684210526314,0.0587422,0.0330399,0,999.0,10,AL,Braden Nett,804556,sa3020336,sa3020336
MIA,Marlins,1,1,1,13,0,1,,19.0,82,18,9,9,2,16,9,,1,4.21564,1.46402,7.63508,4.40254,1.73424,0.973,0.192477,0.110986,0.08149094134569168,,0.252101,0.297803,0.727216,4.46575,75.2,3.9578947368421056,75.0,3.9473684210526314,0.0574168,0.0321573,0,999.0,20,NL,Dax Fulton,690978,sa3014535,sa3014535
CHW,White Sox,1,1,1,9,0,0,,15.0,68,15,8,8,2,14,8,,1,4.40038,1.45543,8.0731,4.55647,1.77179,1.15,0.203201,0.114687,0.08851397782564163,,0.246558,0.29077,0.726789,4.69652,48.400000000000006,3.226666666666667,50.0,3.3333333333333335,0.0571507,0.0336025,0,999.0,4,AL,Tanner McDougal,701780,sa3017471,sa3017471
BOS,Red Sox,1,1,1,16,0,1,,22.0,94,22,12,11,3,19,8,,1,4.5008,1.36217,8.06097,3.23184,2.49423,1.28215,0.206669,0.0828587,0.12381022423505783,,0.255579,0.298141,0.707795,4.42309,83.7,3.8045454545454547,86.0,3.909090909090909,0.0556269,0.0213578,0,999.0,3,AL,Tyler Uberstine,700413,29961,29961
TBR,Rays,1,1,0,24,0,1,,24.0,102,20,11,10,3,28,9,,1,3.64614,1.21586,10.4334,3.52142,2.96285,1.095,0.275676,0.0930442,0.1826319620013237,,0.219153,0.283244,0.747129,3.726,118.70000000000002,4.945833333333334,111.0,4.625,0.0546644,0.0232263,0,572.6900024414062,12,AL,Edwin Uceta,670955,20539,20539
SEA,Mariners,1,1,1,9,0,1,,15.0,65,15,8,7,2,13,5,,1,4.13097,1.33659,7.79166,3.17797,2.45177,1.147,0.200572,0.0818071,0.11876513063907623,,0.251545,0.293508,0.724529,4.28018,59.400000000000006,3.9600000000000004,61.0,4.066666666666666,0.0543143,-0.0118881,0,999.0,11,AL,Dane Dunning,641540,19409,19409
BAL,Orioles,2,2,0,37,0,1,,37.0,159,38,18,16,5,35,12,,1,4.01664,1.35159,8.42671,2.98417,2.8238,1.13222,0.217089,0.0768783,0.14021070301532745,,0.258563,0.310185,0.73769,4.00207,148.5,4.013513513513513,155.0,4.1891891891891895,0.0535399,-0.0066389,0,999.0,2,AL,Dietrich Enns,608650,13932,13932
TEX,Rangers,2,3,0,35,0,1,,35.0,151,33,18,17,5,35,14,,1,4.25929,1.32843,8.94073,3.56014,2.51134,1.17772,0.231615,0.0922276,0.13938763737678528,,0.241757,0.293302,0.71265,4.14072,140.7,4.02,139.0,3.9714285714285715,0.0519426,-0.0352914,0,999.0,13,AL,Peyton Gray,682608,25310,25310
SEA,Mariners,3,3,1,46,0,8,,52.0,220,51,26,23,6,44,16,,4,4.0866,1.29307,7.74806,2.71198,2.85697,1.08509,0.201678,0.0705914,0.1310862973332405,,0.254613,0.299,0.710002,4.10144,238.4,4.584615384615384,242.0,4.653846153846154,0.0515029,0.0516579,0,999.0,11,AL,Cooper Criswell,681867,24975,24975
SDP,Padres,0,0,1,1,0,0,,7.0,30,7,4,4,1,5,2,,0,4.87213,1.36304,6.98965,2.9348,2.38164,1.40136,0.179503,0.0753694,0.10413365811109543,,0.262976,0.292694,0.680184,4.75622,25.3,3.6142857142857143,26.0,3.7142857142857144,0.0506588,0.0268726,0,999.0,29,NL,Matt Waldron,663362,25550,25550
MIA,Marlins,2,2,0,48,1,10,,48.0,209,46,25,23,7,46,20,,2,4.3038,1.37155,8.56877,3.65884,2.34194,1.24355,0.219112,0.09356,0.1255517527461052,,0.248022,0.29524,0.726938,4.39029,220.50000000000003,4.593750000000001,220.0,4.583333333333333,0.0504718,0.0416824,0,999.0,20,NL,Michael Petersen,656848,20827,20827
COL,Rockies,3,5,4,52,4,10,,69.0,308,82,43,40,10,46,23,,3,5.18126,1.53688,5.99042,3.06049,1.95734,1.26435,0.148593,0.0759157,0.07267693430185318,,0.292153,0.32103,0.683065,4.77863,248.40000000000003,3.6000000000000005,289.0,4.188405797101449,0.0450248,0.0712868,1,999.0,19,NL,Antonio Senzatela,622608,15488,15488
BAL,Orioles,2,2,0,46,0,6,,46.0,191,43,23,21,7,42,12,,2,4.19317,1.18796,8.32012,2.29142,3.63099,1.43373,0.221875,0.061106,0.16076942905783653,,0.240627,0.276934,0.71167,4.22031,208.50000000000006,4.532608695652175,205.0,4.456521739130435,0.0448484,-0.0278567,0,748.469970703125,2,AL,Tyler Wells,669330,20000,20000
WSN,Nationals,2,2,0,38,0,3,,38.0,167,38,20,18,4,34,15,,3,4.30036,1.40118,8.11003,3.55616,2.28056,0.920489,0.206709,0.0906398,0.11606944352388382,,0.258513,0.31291,0.700618,4.06546,159.2,4.189473684210526,164.0,4.315789473684211,0.0445544,-0.0189714,0,999.0,24,NL,Richard Lovelady,663992,19337,19337
ATL,Braves,2,2,0,40,0,3,,40.0,169,40,19,18,5,35,11,,1,3.95705,1.27787,7.81991,2.42499,3.22471,1.16441,0.205164,0.0636225,0.14154180139303207,,0.256165,0.299161,0.729851,3.97455,176.5,4.4125,181.0,4.525,0.0438283,0.0887209,0,999.0,16,NL,Dylan Dodd,689266,29928,29928
CIN,Reds,1,1,1,19,0,1,,25.0,108,26,14,13,4,20,9,,1,4.68097,1.38682,7.20922,3.14955,2.28897,1.439,0.184184,0.0804657,0.10371804982423782,,0.262821,0.29387,0.713429,4.82331,82.20000000000002,3.2880000000000007,87.0,3.48,0.0408594,0.0441775,0,999.0,18,NL,Julian Aguiar,687924,30031,30031
BAL,Orioles,1,1,3,3,0,0,,15.0,66,16,9,8,2,11,6,,1,4.93364,1.4715,6.6402,3.7418,1.7746,1.383,0.166596,0.0938781,0.07271799445152283,,0.266508,0.293844,0.703393,5.05908,45.800000000000004,3.0533333333333337,50.0,3.3333333333333335,0.0406991,0.0127378,1,999.0,2,AL,Levi Wells,694370,sa3023441,sa3023441
LAA,Angels,0,1,1,1,0,0,,6.0,28,6,4,3,1,6,3,,0,4.77365,1.46689,7.90427,4.34563,1.8189,1.19155,0.199311,0.109578,0.08973302692174911,,0.254264,0.29783,0.696453,4.70866,19.500000000000007,3.2500000000000013,20.0,3.3333333333333335,0.0405993,-0.0201945,0,999.0,1,AL,George Klassen,691946,33464,33464
TOR,Blue Jays,1,2,1,24,0,1,,29.0,126,29,16,15,4,25,9,,1,4.53671,1.31285,7.76637,2.90234,2.6759,1.37116,0.201324,0.0752361,0.12608817964792252,,0.252968,0.289,0.699582,4.50368,114.00000000000003,3.931034482758622,117.0,4.0344827586206895,0.0403679,-0.0182878,0,999.0,14,AL,Lazaro Estrada,681751,24914,24914
,,1,1,0,24,0,0,,24.0,106,21,12,12,3,27,14,,1,4.33033,1.44094,9.97974,5.28603,1.88795,1.11,0.252376,0.133677,0.1186983585357666,,0.227199,0.28923,0.730408,4.43062,95.10000000000002,3.962500000000001,90.0,3.75,0.039284,0.0621984,0,999.0,-1,,Michael Kopech,656629,17282,17282
COL,Rockies,2,3,0,41,0,5,,41.0,182,41,21,20,4,38,19,,3,4.28738,1.44628,8.29874,4.0852,2.03142,0.91837,0.209357,0.10306,0.10629747807979584,,0.256503,0.312975,0.7136,4.22407,177.60000000000005,4.331707317073172,183.0,4.463414634146342,0.0392838,0.0640812,0,999.0,19,NL,Brennan Bernardino,657514,16835,16835
KCR,Royals,2,3,3,36,0,1,,47.0,207,48,27,25,7,38,20,,3,4.84918,1.44817,7.31338,3.8222,1.91339,1.25142,0.184079,0.0962057,0.08787351846694946,,0.260489,0.297047,0.691945,4.77347,147.90000000000003,3.146808510638299,155.0,3.297872340425532,0.0390664,-0.0594474,1,999.0,7,AL,Mason Black,696131,30171,30171
DET,Tigers,2,2,0,44,0,7,,44.0,191,43,23,21,6,42,17,,2,4.28458,1.38189,8.58662,3.52171,2.4382,1.15308,0.219053,0.089842,0.1292106881737709,,0.252139,0.302988,0.719795,4.17268,195.0,4.431818181818182,197.0,4.4772727272727275,0.0385902,-0.0425861,0,999.0,6,AL,Burch Smith,572143,12784,12784
ATH,Athletics,2,3,0,53,5,11,,53.0,232,48,27,25,6,52,28,,2,4.25356,1.42846,8.88261,4.69175,1.89324,1.08567,0.225677,0.119201,0.10647522658109665,,0.238212,0.291241,0.728517,4.4248,276.6,5.218867924528302,270.0,5.09433962264151,0.0380873,0.167274,0,618.1699829101562,10,AL,Hogan Harris,663687,21520,21520
BAL,Orioles,0,0,1,1,0,0,,7.0,33,8,4,4,1,6,3,,0,4.73583,1.44625,7.30251,3.77745,1.93319,1.345,0.184832,0.0956101,0.08922193199396133,,0.2608,0.294794,0.712627,4.81651,21.7,3.1,25.0,3.5714285714285716,0.0377044,0.0261278,1,999.0,2,AL,Nestor German,815148,sa3023517,sa3023517
LAA,Angels,2,2,0,51,0,11,,51.0,221,53,26,24,7,42,17,,2,4.30856,1.37785,7.37912,3.07053,2.40321,1.21491,0.188978,0.0786356,0.11034245043992996,,0.261568,0.299721,0.721997,4.37605,224.50000000000006,4.401960784313727,235.0,4.607843137254902,0.0376588,0.0752279,0,999.0,1,AL,Brent Suter,608718,13942,13942
WSN,Nationals,1,2,0,30,0,1,,30.0,129,28,15,14,4,30,12,,1,4.15874,1.31176,8.83861,3.43299,2.57461,1.08956,0.229887,0.08929,0.14059695601463318,,0.241319,0.294061,0.710366,3.99533,125.00000000000001,4.166666666666667,123.0,4.1,0.0376348,0.00193691,0,999.0,24,NL,Julian Fernández,642759,18341,18341
STL,Cardinals,2,2,0,35,0,1,,35.0,152,32,17,15,4,38,16,,1,3.93801,1.34617,9.5595,4.05204,2.35918,0.984571,0.2467,0.10457,0.14212977141141891,,0.233978,0.29596,0.73025,3.86195,155.60000000000002,4.445714285714287,152.0,4.3428571428571425,0.0375746,0.00283127,0,999.0,28,NL,Ryan Fernandez,681676,24862,24862
WSN,Nationals,1,2,4,4,0,0,,22.0,96,22,13,12,4,18,10,,1,5.11604,1.45649,7.63259,3.9885,1.91365,1.582,0.190984,0.0998007,0.09118300676345825,,0.256647,0.286393,0.705022,5.20077,59.400000000000006,2.7,61.0,2.772727272727273,0.0370875,0.0897595,2,999.0,24,NL,Josiah Gray,680686,24580,24580
MIA,Marlins,2,2,0,44,0,6,,44.0,192,47,21,19,4,32,15,,2,3.89485,1.404,6.57388,3.01222,2.1824,0.816891,0.168257,0.077097,0.09115985035896301,,0.269436,0.310896,0.728451,3.97161,191.20000000000005,4.345454545454547,205.0,4.659090909090909,0.0349215,0.0388367,0,999.0,20,NL,John King,667463,22051,22051
ARI,Diamondbacks,0,0,1,1,0,0,,7.0,33,8,4,4,1,6,3,,0,4.66519,1.44774,7.03572,3.70643,1.89825,1.209,0.177847,0.0936902,0.08415697515010834,,0.262718,0.297847,0.707388,4.67555,21.7,3.1,25.0,3.5714285714285716,0.0346781,0.0440651,1,999.0,15,NL,Kohl Drake,684442,sa3021723,sa3021723
CHW,White Sox,1,2,0,25,0,0,,25.0,107,24,12,11,3,24,9,,1,4.07443,1.33051,8.53755,3.40891,2.50448,1.08325,0.221067,0.0882684,0.13279829174280167,,0.245995,0.296925,0.721862,4.06899,103.69999999999999,4.148,104.0,4.16,0.0345814,0.00886868,0,999.0,4,AL,Brandon Eisert,685126,27668,27668
PIT,Pirates,1,1,1,11,0,1,,17.0,73,17,9,9,2,14,6,,1,4.54275,1.34896,7.31385,3.01887,2.42271,1.323,0.188008,0.0776021,0.1104055866599083,,0.257333,0.290885,0.708876,4.57233,68.00000000000001,4.000000000000001,70.0,4.117647058823529,0.0338593,0.0508193,0,999.0,27,NL,Thomas Harrington,802419,31989,31989
LAA,Angels,2,3,0,50,9,9,,50.0,222,48,27,25,5,46,26,,3,4.41308,1.48182,8.28201,4.66489,1.77539,0.937759,0.207601,0.116933,0.09066864848136902,,0.24983,0.303405,0.710594,4.37729,269.7,5.394,271.0,5.42,0.0334688,-0.0873851,0,999.0,1,AL,Sam Bachman,696147,29754,29754
TBR,Rays,1,1,0,29,0,1,,29.0,124,28,15,14,4,26,9,,1,4.19833,1.28009,8.1612,2.7331,2.98606,1.21574,0.213289,0.0714282,0.14186077564954758,,0.249771,0.293418,0.71093,4.10444,118.60000000000004,4.089655172413794,119.0,4.103448275862069,0.0334128,-0.023881,0,999.0,12,AL,Mason Englert,669438,22288,22288
COL,Rockies,0,1,1,1,0,0,,7.0,33,8,5,4,1,5,2,,0,5.35696,1.46641,6.42815,2.93623,2.18925,1.625,0.16149,0.0737646,0.08772485703229904,,0.281312,0.303844,0.687766,5.16331,22.7,3.242857142857143,26.0,3.7142857142857144,0.0332525,0.00484283,0,999.0,19,NL,Sean Sullivan,807743,sa3023162,sa3023162
